Item,Year,Month,Index
Whole Bread,2007,November,1.784
Whole Bread,2007,December,1.809
Whole Bread,2008,January,1.812
Whole Bread,2008,Febuary,1.884
Whole Bread,2008,March,1.873
Whole Bread,2008,April,1.92
Whole Bread,2008,May,1.973
Whole Bread,2008,June,1.982
Whole Bread,2008,July,1.933
Whole Bread,2008,August,1.95
Whole Bread,2008,September,1.951
Whole Bread,2008,October,2.003
Whole Bread,2008,November,2.019
Whole Bread,2008,December,1.948
Whole Bread,2009,January,1.974
Whole Bread,2009,Febuary,1.97
Whole Bread,2009,March,1.943
Whole Bread,2009,April,1.914
Whole Bread,2009,May,1.885
Whole Bread,2009,June,1.848
Whole Bread,2009,July,1.875
Whole Bread,2009,August,1.835
Whole Bread,2009,September,1.866
Whole Bread,2009,October,1.893
Whole Bread,2009,November,1.809
Whole Bread,2009,December,1.757
Whole Bread,2010,January,1.759
Whole Bread,2010,Febuary,1.741
Whole Bread,2010,March,1.793
Whole Bread,2010,April,1.821
Whole Bread,2010,May,1.786
Whole Bread,2010,June,1.768
Whole Bread,2010,July,1.755
Whole Bread,2010,August,1.681
Whole Bread,2010,September,1.774
Whole Bread,2010,October,1.743
Whole Bread,2010,November,1.884
Whole Bread,2010,December,1.88
Whole Bread,2011,January,1.884
Whole Bread,2011,Febuary,1.864
Whole Bread,2011,March,1.895
Whole Bread,2011,April,1.929
Whole Bread,2011,May,1.911
Whole Bread,2011,June,1.938
Whole Bread,2011,July,1.85
Whole Bread,2011,August,1.974
Whole Bread,2011,September,2.073
Whole Bread,2011,October,2.041
Whole Bread,2011,November,2.093
Whole Bread,2011,December,2.073
Whole Bread,2012,January,1.984
Whole Bread,2012,Febuary,2.044
Whole Bread,2012,March,2.056
Whole Bread,2012,April,2.019
Whole Bread,2012,May,2.027
Whole Bread,2012,June,1.935
Whole Bread,2012,July,1.974
Whole Bread,2012,August,1.905
Whole Bread,2012,September,1.982
Whole Bread,2012,October,2.014
Whole Bread,2012,November,1.991
Whole Bread,2012,December,1.925
Whole Bread,2013,January,2.078
Whole Bread,2013,Febuary,2.025
Whole Bread,2013,March,2.024
Whole Bread,2013,April,2.046
Whole Bread,2013,May,2.071
Whole Bread,2013,June,2.057
Whole Bread,2013,July,2.056
Whole Bread,2013,August,2.036
Whole Bread,2013,September,2.011
Whole Bread,2013,October,1.976
Whole Bread,2013,November,2.045
Whole Bread,2013,December,2.076
Whole Bread,2014,January,2.073
Whole Bread,2014,Febuary,2.068
Whole Bread,2014,March,2.064
Whole Bread,2014,April,2.092
Whole Bread,2014,May,2.016
Whole Bread,2014,June,2.027
Whole Bread,2014,July,2.02
Whole Bread,2014,August,2.072
Whole Bread,2014,September,2.065
Whole Bread,2014,October,2.001
Whole Bread,2014,November,1.921
Whole Bread,2014,December,1.994
Whole Bread,2015,January,1.948
Whole Bread,2015,Febuary,2.024
Whole Bread,2015,March,2.042
Whole Bread,2015,April,2.008
Whole Bread,2015,May,2.041
Whole Bread,2015,June,1.957
Whole Bread,2015,July,1.963
Whole Bread,2015,August,1.956
Whole Bread,2015,September,2.008
Whole Bread,2015,October,1.978
Whole Bread,2015,November,2.028
Whole Bread,2015,December,1.949
Whole Bread,2016,January,1.943
Whole Bread,2016,Febuary,1.947
Whole Bread,2016,March,1.909
Whole Bread,2016,April,1.915
Whole Bread,2016,May,1.962
Whole Bread,2016,June,1.977
Whole Bread,2016,July,1.966
Whole Bread,2016,August,1.992
Whole Bread,2016,September,1.974
Whole Bread,2016,October,2.004
Whole Bread,2016,November,2.024
Whole Bread,2016,December,1.96
Whole Bread,2017,January,1.975
Whole Bread,2017,Febuary,1.986
Whole Bread,2017,March,1.929
Whole Bread,2017,April,2.014
Whole Bread,2017,May,1.974
Whole Bread,2017,June,2.032
Whole Bread,2017,July,1.967
Whole Bread,2017,August,2.025
Whole Bread,2017,September,1.986
Whole Bread,2017,October,2.009
Whole Bread,2017,November,2.024
Whole Bread,2017,December,1.97
Whole Bread,2018,January,2.033
Whole Bread,2018,Febuary,2.011
Whole Bread,2018,March,2.039
Whole Bread,2018,April,2.016
Whole Bread,2018,May,1.966
Whole Bread,2018,June,1.896
Whole Bread,2018,July,1.899
Whole Bread,2018,August,1.936
Whole Bread,2018,September,1.951
Whole Bread,2018,October,1.91
Whole Bread,2018,November,1.945
Whole Bread,2018,December,1.924
Whole Bread,2019,January,1.94
Whole Bread,2019,Febuary,1.951
Whole Bread,2019,March,1.962
Whole Bread,2019,April,1.952
Whole Bread,2019,May,1.941
Whole Bread,2019,June,1.905
Whole Bread,2019,July,1.951
Whole Bread,2019,August,1.94
Whole Bread,2019,September,1.935
Whole Bread,2019,October,1.948
Whole Bread,2019,November,1.943
Whole Bread,2019,December,1.964
Whole Bread,2020,January,1.961
Whole Bread,2020,Febuary,1.986
Whole Bread,2020,March,1.994
Whole Bread,2020,April,2.07
Whole Bread,2020,May,2.075
Whole Bread,2020,June,2.118
Whole Bread,2020,July,2.144
Whole Bread,2020,August,2.084
Whole Bread,2020,September,2.081
Whole Bread,2020,October,2.17
Whole Bread,2020,November,2.207
Whole Bread,2020,December,2.203
Whole Bread,2021,January,2.175
Whole Bread,2021,Febuary,2.203
Whole Bread,2021,March,2.196
Whole Bread,2021,April,2.209
Whole Bread,2021,May,2.151
Whole Bread,2021,June,2.026
Whole Bread,2021,July,2.1
Whole Bread,2021,August,2.076
Whole Bread,2021,September,2.102
Whole Bread,2021,October,2.175
Whole Bread,2021,November,2.094
Whole Bread,2021,December,2.099
Whole Bread,2022,January,2.119
Whole Bread,2022,Febuary,2.029
Whole Bread,2022,March,2.121
Whole Bread,2022,April,2.145
Whole Bread,2022,May,2.22
Whole Bread,2022,June,2.23
Whole Bread,2022,July,2.316
Whole Bread,2022,August,2.298
Whole Bread,2022,September,2.362
Whole Bread,2022,October,2.386
Whole Bread,2022,November,2.419
Whole Bread,2022,December,2.419
Whole Bread,2023,January,2.451
Whole Bread,2023,Febuary,2.5
Whole Bread,2023,March,2.533
Whole Bread,2023,April,2.553
Whole Bread,2023,May,2.502
Whole Bread,2023,June,2.564
Whole Bread,2023,July,2.58
Whole Bread,2023,August,2.535
Whole Bread,2023,September,2.537
Whole Bread,2023,October,2.67
Whole Bread,2023,November,2.624
Whole Bread,2023,December,2.647
Whole Bread,2024,January,2.631
Whole Bread,2024,Febuary,2.604
Whole Bread,2024,March,2.585
Whole Bread,2024,April,2.625
Whole Bread,2024,May,2.749
Whole Bread,2024,June,2.775
Whole Bread,2024,July,2.693
Whole Bread,2024,August,2.674
Whole Bread,2024,September,2.748
Whole Bread,2024,October,2.833
Whole Bread,2024,November,None
Whole Bread,2024,December,None
Cookies,2005,January,2.677
Cookies,2005,Febuary,2.744
Cookies,2005,March,2.759
Cookies,2005,April,2.662
Cookies,2005,May,2.537
Cookies,2005,June,2.699
Cookies,2005,July,2.632
Cookies,2005,August,2.558
Cookies,2005,September,2.621
Cookies,2005,October,2.652
Cookies,2005,November,2.67
Cookies,2005,December,2.832
Cookies,2006,January,2.764
Cookies,2006,Febuary,2.739
Cookies,2006,March,2.693
Cookies,2006,April,2.608
Cookies,2006,May,2.797
Cookies,2006,June,3.021
Cookies,2006,July,3.074
Cookies,2006,August,3.091
Cookies,2006,September,3.041
Cookies,2006,October,3.012
Cookies,2006,November,2.851
Cookies,2006,December,2.913
Cookies,2007,January,2.868
Cookies,2007,Febuary,2.645
Cookies,2007,March,2.678
Cookies,2007,April,2.681
Cookies,2007,May,2.685
Cookies,2007,June,2.67
Cookies,2007,July,2.748
Cookies,2007,August,2.65
Cookies,2007,September,2.671
Cookies,2007,October,2.696
Cookies,2007,November,2.748
Cookies,2007,December,2.719
Cookies,2008,January,2.642
Cookies,2008,Febuary,2.682
Cookies,2008,March,2.734
Cookies,2008,April,2.78
Cookies,2008,May,2.87
Cookies,2008,June,2.875
Cookies,2008,July,2.993
Cookies,2008,August,2.902
Cookies,2008,September,2.95
Cookies,2008,October,3.026
Cookies,2008,November,3.112
Cookies,2008,December,3.048
Cookies,2009,January,3.114
Cookies,2009,Febuary,3.035
Cookies,2009,March,3.056
Cookies,2009,April,3.135
Cookies,2009,May,3.221
Cookies,2009,June,3.248
Cookies,2009,July,3.12
Cookies,2009,August,3.235
Cookies,2009,September,3.092
Cookies,2009,October,3.253
Cookies,2009,November,3.167
Cookies,2009,December,3.407
Cookies,2010,January,3.28
Cookies,2010,Febuary,3.266
Cookies,2010,March,3.134
Cookies,2010,April,3.138
Cookies,2010,May,3.271
Cookies,2010,June,3.295
Cookies,2010,July,3.173
Cookies,2010,August,3.23
Cookies,2010,September,3.217
Cookies,2010,October,3.231
Cookies,2010,November,3.347
Cookies,2010,December,3.442
Cookies,2011,January,3.298
Cookies,2011,Febuary,3.123
Cookies,2011,March,3.219
Cookies,2011,April,3.288
Cookies,2011,May,3.219
Cookies,2011,June,3.317
Cookies,2011,July,3.346
Cookies,2011,August,3.15
Cookies,2011,September,3.349
Cookies,2011,October,3.569
Cookies,2011,November,3.62
Cookies,2011,December,3.682
Cookies,2012,January,3.64
Cookies,2012,Febuary,3.778
Cookies,2012,March,3.483
Cookies,2012,April,3.841
Cookies,2012,May,3.689
Cookies,2012,June,3.729
Cookies,2012,July,3.64
Cookies,2012,August,3.374
Cookies,2012,September,3.346
Cookies,2012,October,3.595
Cookies,2012,November,3.755
Cookies,2012,December,3.617
Cookies,2013,January,3.728
Cookies,2013,Febuary,3.625
Cookies,2013,March,3.774
Cookies,2013,April,3.729
Cookies,2013,May,3.428
Cookies,2013,June,3.721
Cookies,2013,July,3.63
Cookies,2013,August,3.451
Cookies,2013,September,3.599
Cookies,2013,October,3.69
Cookies,2013,November,3.781
Cookies,2013,December,3.492
Cookies,2014,January,3.279
Cookies,2014,Febuary,3.329
Cookies,2014,March,3.424
Cookies,2014,April,3.579
Cookies,2014,May,3.391
Cookies,2014,June,3.324
Cookies,2014,July,3.456
Cookies,2014,August,3.375
Cookies,2014,September,3.333
Cookies,2014,October,3.295
Cookies,2014,November,3.641
Cookies,2014,December,3.498
Cookies,2015,January,3.428
Cookies,2015,Febuary,3.477
Cookies,2015,March,3.486
Cookies,2015,April,3.335
Cookies,2015,May,3.212
Cookies,2015,June,3.286
Cookies,2015,July,3.305
Cookies,2015,August,3.233
Cookies,2015,September,3.366
Cookies,2015,October,3.391
Cookies,2015,November,3.413
Cookies,2015,December,3.316
Cookies,2016,January,3.33
Cookies,2016,Febuary,3.289
Cookies,2016,March,3.4
Cookies,2016,April,3.42
Cookies,2016,May,3.423
Cookies,2016,June,3.32
Cookies,2016,July,3.217
Cookies,2016,August,3.219
Cookies,2016,September,3.3
Cookies,2016,October,3.47
Cookies,2016,November,3.366
Cookies,2016,December,3.409
Cookies,2017,January,3.397
Cookies,2017,Febuary,3.39
Cookies,2017,March,3.346
Cookies,2017,April,3.404
Cookies,2017,May,3.506
Cookies,2017,June,3.575
Cookies,2017,July,3.467
Cookies,2017,August,3.568
Cookies,2017,September,3.494
Cookies,2017,October,3.511
Cookies,2017,November,3.639
Cookies,2017,December,3.601
Cookies,2018,January,3.681
Cookies,2018,Febuary,3.725
Cookies,2018,March,3.579
Cookies,2018,April,3.328
Cookies,2018,May,3.4
Cookies,2018,June,3.49
Cookies,2018,July,3.481
Cookies,2018,August,3.351
Cookies,2018,September,3.451
Cookies,2018,October,3.456
Cookies,2018,November,3.527
Cookies,2018,December,3.527
Cookies,2019,January,3.466
Cookies,2019,Febuary,3.516
Cookies,2019,March,3.311
Cookies,2019,April,3.426
Cookies,2019,May,3.352
Cookies,2019,June,3.504
Cookies,2019,July,3.468
Cookies,2019,August,3.496
Cookies,2019,September,3.587
Cookies,2019,October,3.602
Cookies,2019,November,3.603
Cookies,2019,December,3.584
Cookies,2020,January,3.525
Cookies,2020,Febuary,3.551
Cookies,2020,March,3.633
Cookies,2020,April,3.826
Cookies,2020,May,3.617
Cookies,2020,June,3.717
Cookies,2020,July,3.696
Cookies,2020,August,3.769
Cookies,2020,September,3.659
Cookies,2020,October,3.848
Cookies,2020,November,3.767
Cookies,2020,December,3.793
Cookies,2021,January,3.669
Cookies,2021,Febuary,3.8
Cookies,2021,March,3.964
Cookies,2021,April,3.939
Cookies,2021,May,4.019
Cookies,2021,June,4.068
Cookies,2021,July,4.065
Cookies,2021,August,4.065
Cookies,2021,September,3.981
Cookies,2021,October,3.815
Cookies,2021,November,3.999
Cookies,2021,December,4.089
Cookies,2022,January,4.223
Cookies,2022,Febuary,4.15
Cookies,2022,March,4.147
Cookies,2022,April,4.174
Cookies,2022,May,4.505
Cookies,2022,June,4.567
Cookies,2022,July,4.654
Cookies,2022,August,4.676
Cookies,2022,September,4.796
Cookies,2022,October,4.869
Cookies,2022,November,4.942
Cookies,2022,December,4.974
Cookies,2023,January,5.058
Cookies,2023,Febuary,5.177
Cookies,2023,March,5.234
Cookies,2023,April,5.193
Cookies,2023,May,5.153
Cookies,2023,June,5.111
Cookies,2023,July,5.091
Cookies,2023,August,5.056
Cookies,2023,September,5.113
Cookies,2023,October,5.129
Cookies,2023,November,5.044
Cookies,2023,December,5.117
Cookies,2024,January,5.019
Cookies,2024,Febuary,5.248
Cookies,2024,March,5.145
Cookies,2024,April,5.121
Cookies,2024,May,5.124
Cookies,2024,June,5.017
Cookies,2024,July,5.102
Cookies,2024,August,5.046
Cookies,2024,September,5.173
Cookies,2024,October,4.852
Cookies,2024,November,None
Cookies,2024,December,None
Ground Beef,2005,January,2.712
Ground Beef,2005,Febuary,2.754
Ground Beef,2005,March,2.759
Ground Beef,2005,April,2.775
Ground Beef,2005,May,2.752
Ground Beef,2005,June,2.735
Ground Beef,2005,July,2.719
Ground Beef,2005,August,2.715
Ground Beef,2005,September,2.731
Ground Beef,2005,October,2.726
Ground Beef,2005,November,2.729
Ground Beef,2005,December,2.732
Ground Beef,2006,January,2.742
Ground Beef,2006,Febuary,2.701
Ground Beef,2006,March,2.749
Ground Beef,2006,April,2.735
Ground Beef,2006,May,2.714
Ground Beef,2006,June,2.709
Ground Beef,2006,July,2.66
Ground Beef,2006,August,2.698
Ground Beef,2006,September,2.713
Ground Beef,2006,October,2.71
Ground Beef,2006,November,2.727
Ground Beef,2006,December,2.74
Ground Beef,2007,January,2.73
Ground Beef,2007,Febuary,2.776
Ground Beef,2007,March,2.809
Ground Beef,2007,April,2.824
Ground Beef,2007,May,2.869
Ground Beef,2007,June,2.855
Ground Beef,2007,July,2.843
Ground Beef,2007,August,2.868
Ground Beef,2007,September,2.896
Ground Beef,2007,October,2.893
Ground Beef,2007,November,2.912
Ground Beef,2007,December,2.871
Ground Beef,2008,January,2.902
Ground Beef,2008,Febuary,2.946
Ground Beef,2008,March,2.966
Ground Beef,2008,April,2.953
Ground Beef,2008,May,2.964
Ground Beef,2008,June,3.008
Ground Beef,2008,July,2.987
Ground Beef,2008,August,3.098
Ground Beef,2008,September,3.128
Ground Beef,2008,October,3.167
Ground Beef,2008,November,3.172
Ground Beef,2008,December,3.193
Ground Beef,2009,January,3.157
Ground Beef,2009,Febuary,3.185
Ground Beef,2009,March,3.139
Ground Beef,2009,April,3.133
Ground Beef,2009,May,3.114
Ground Beef,2009,June,3.128
Ground Beef,2009,July,3.028
Ground Beef,2009,August,3.101
Ground Beef,2009,September,3.05
Ground Beef,2009,October,3.05
Ground Beef,2009,November,3.057
Ground Beef,2009,December,3.071
Ground Beef,2010,January,3.065
Ground Beef,2010,Febuary,3.113
Ground Beef,2010,March,3.099
Ground Beef,2010,April,3.15
Ground Beef,2010,May,3.16
Ground Beef,2010,June,3.227
Ground Beef,2010,July,3.225
Ground Beef,2010,August,3.234
Ground Beef,2010,September,3.187
Ground Beef,2010,October,3.266
Ground Beef,2010,November,3.211
Ground Beef,2010,December,3.195
Ground Beef,2011,January,3.277
Ground Beef,2011,Febuary,3.32
Ground Beef,2011,March,3.443
Ground Beef,2011,April,3.427
Ground Beef,2011,May,3.501
Ground Beef,2011,June,3.497
Ground Beef,2011,July,3.528
Ground Beef,2011,August,3.482
Ground Beef,2011,September,3.444
Ground Beef,2011,October,3.505
Ground Beef,2011,November,3.496
Ground Beef,2011,December,3.547
Ground Beef,2012,January,3.6
Ground Beef,2012,Febuary,3.621
Ground Beef,2012,March,3.664
Ground Beef,2012,April,3.663
Ground Beef,2012,May,3.693
Ground Beef,2012,June,3.715
Ground Beef,2012,July,3.747
Ground Beef,2012,August,3.766
Ground Beef,2012,September,3.754
Ground Beef,2012,October,3.759
Ground Beef,2012,November,3.802
Ground Beef,2012,December,3.82
Ground Beef,2013,January,3.841
Ground Beef,2013,Febuary,3.814
Ground Beef,2013,March,3.839
Ground Beef,2013,April,3.823
Ground Beef,2013,May,3.75
Ground Beef,2013,June,3.757
Ground Beef,2013,July,3.79
Ground Beef,2013,August,3.829
Ground Beef,2013,September,3.823
Ground Beef,2013,October,3.823
Ground Beef,2013,November,3.887
Ground Beef,2013,December,3.895
Ground Beef,2014,January,3.897
Ground Beef,2014,Febuary,4.038
Ground Beef,2014,March,4.134
Ground Beef,2014,April,4.226
Ground Beef,2014,May,4.213
Ground Beef,2014,June,4.237
Ground Beef,2014,July,4.224
Ground Beef,2014,August,4.357
Ground Beef,2014,September,4.504
Ground Beef,2014,October,4.565
Ground Beef,2014,November,4.593
Ground Beef,2014,December,4.598
Ground Beef,2015,January,4.675
Ground Beef,2015,Febuary,4.708
Ground Beef,2015,March,4.677
Ground Beef,2015,April,4.681
Ground Beef,2015,May,4.653
Ground Beef,2015,June,4.676
Ground Beef,2015,July,4.637
Ground Beef,2015,August,4.618
Ground Beef,2015,September,4.604
Ground Beef,2015,October,4.572
Ground Beef,2015,November,4.551
Ground Beef,2015,December,4.485
Ground Beef,2016,January,4.396
Ground Beef,2016,Febuary,4.379
Ground Beef,2016,March,4.371
Ground Beef,2016,April,4.327
Ground Beef,2016,May,4.298
Ground Beef,2016,June,4.263
Ground Beef,2016,July,4.234
Ground Beef,2016,August,4.25
Ground Beef,2016,September,4.22
Ground Beef,2016,October,4.158
Ground Beef,2016,November,4.091
Ground Beef,2016,December,4.043
Ground Beef,2017,January,4.057
Ground Beef,2017,Febuary,4.029
Ground Beef,2017,March,4.067
Ground Beef,2017,April,4.078
Ground Beef,2017,May,4.078
Ground Beef,2017,June,4.16
Ground Beef,2017,July,4.212
Ground Beef,2017,August,4.207
Ground Beef,2017,September,4.207
Ground Beef,2017,October,4.1
Ground Beef,2017,November,4.102
Ground Beef,2017,December,4.128
Ground Beef,2018,January,4.068
Ground Beef,2018,Febuary,4.07
Ground Beef,2018,March,4.099
Ground Beef,2018,April,4.155
Ground Beef,2018,May,4.079
Ground Beef,2018,June,4.115
Ground Beef,2018,July,4.149
Ground Beef,2018,August,4.155
Ground Beef,2018,September,4.12
Ground Beef,2018,October,4.091
Ground Beef,2018,November,4.166
Ground Beef,2018,December,4.139
Ground Beef,2019,January,4.173
Ground Beef,2019,Febuary,4.169
Ground Beef,2019,March,4.138
Ground Beef,2019,April,4.198
Ground Beef,2019,May,4.277
Ground Beef,2019,June,4.231
Ground Beef,2019,July,4.258
Ground Beef,2019,August,4.249
Ground Beef,2019,September,4.209
Ground Beef,2019,October,4.262
Ground Beef,2019,November,4.241
Ground Beef,2019,December,4.3
Ground Beef,2020,January,4.343
Ground Beef,2020,Febuary,4.298
Ground Beef,2020,March,4.355
Ground Beef,2020,April,4.556
Ground Beef,2020,May,4.931
Ground Beef,2020,June,5.291
Ground Beef,2020,July,4.84
Ground Beef,2020,August,4.64
Ground Beef,2020,September,4.547
Ground Beef,2020,October,4.552
Ground Beef,2020,November,4.596
Ground Beef,2020,December,4.555
Ground Beef,2021,January,4.543
Ground Beef,2021,Febuary,4.556
Ground Beef,2021,March,4.648
Ground Beef,2021,April,4.656
Ground Beef,2021,May,4.703
Ground Beef,2021,June,4.869
Ground Beef,2021,July,4.846
Ground Beef,2021,August,4.964
Ground Beef,2021,September,5.051
Ground Beef,2021,October,5.237
Ground Beef,2021,November,5.261
Ground Beef,2021,December,5.174
Ground Beef,2022,January,5.17
Ground Beef,2022,Febuary,5.199
Ground Beef,2022,March,5.342
Ground Beef,2022,April,5.414
Ground Beef,2022,May,5.332
Ground Beef,2022,June,5.402
Ground Beef,2022,July,5.426
Ground Beef,2022,August,5.456
Ground Beef,2022,September,5.332
Ground Beef,2022,October,5.298
Ground Beef,2022,November,5.206
Ground Beef,2022,December,5.186
Ground Beef,2023,January,5.171
Ground Beef,2023,Febuary,5.207
Ground Beef,2023,March,5.194
Ground Beef,2023,April,5.247
Ground Beef,2023,May,5.355
Ground Beef,2023,June,5.435
Ground Beef,2023,July,5.537
Ground Beef,2023,August,5.554
Ground Beef,2023,September,5.57
Ground Beef,2023,October,5.666
Ground Beef,2023,November,5.643
Ground Beef,2023,December,5.566
Ground Beef,2024,January,5.475
Ground Beef,2024,Febuary,5.479
Ground Beef,2024,March,5.522
Ground Beef,2024,April,5.561
Ground Beef,2024,May,5.603
Ground Beef,2024,June,5.712
Ground Beef,2024,July,5.799
Ground Beef,2024,August,5.867
Ground Beef,2024,September,5.917
Ground Beef,2024,October,5.887
Ground Beef,2024,November,None
Ground Beef,2024,December,None
Roast Beef,2005,January,3.784
Roast Beef,2005,Febuary,3.908
Roast Beef,2005,March,3.951
Roast Beef,2005,April,3.799
Roast Beef,2005,May,3.809
Roast Beef,2005,June,3.783
Roast Beef,2005,July,3.67
Roast Beef,2005,August,3.619
Roast Beef,2005,September,3.6
Roast Beef,2005,October,3.535
Roast Beef,2005,November,3.684
Roast Beef,2005,December,3.734
Roast Beef,2006,January,3.681
Roast Beef,2006,Febuary,3.742
Roast Beef,2006,March,3.699
Roast Beef,2006,April,3.645
Roast Beef,2006,May,3.58
Roast Beef,2006,June,3.603
Roast Beef,2006,July,3.585
Roast Beef,2006,August,3.602
Roast Beef,2006,September,3.599
Roast Beef,2006,October,3.674
Roast Beef,2006,November,3.679
Roast Beef,2006,December,3.602
Roast Beef,2007,January,3.647
Roast Beef,2007,Febuary,3.779
Roast Beef,2007,March,3.727
Roast Beef,2007,April,3.895
Roast Beef,2007,May,3.828
Roast Beef,2007,June,3.802
Roast Beef,2007,July,3.76
Roast Beef,2007,August,3.795
Roast Beef,2007,September,3.83
Roast Beef,2007,October,3.693
Roast Beef,2007,November,3.797
Roast Beef,2007,December,3.766
Roast Beef,2008,January,3.76
Roast Beef,2008,Febuary,3.794
Roast Beef,2008,March,3.873
Roast Beef,2008,April,3.73
Roast Beef,2008,May,3.825
Roast Beef,2008,June,3.891
Roast Beef,2008,July,3.988
Roast Beef,2008,August,4.043
Roast Beef,2008,September,4.101
Roast Beef,2008,October,4.154
Roast Beef,2008,November,4.074
Roast Beef,2008,December,4.007
Roast Beef,2009,January,4.051
Roast Beef,2009,Febuary,4.112
Roast Beef,2009,March,3.955
Roast Beef,2009,April,3.92
Roast Beef,2009,May,3.903
Roast Beef,2009,June,3.912
Roast Beef,2009,July,3.864
Roast Beef,2009,August,3.871
Roast Beef,2009,September,3.941
Roast Beef,2009,October,3.931
Roast Beef,2009,November,4.13
Roast Beef,2009,December,4.006
Roast Beef,2010,January,3.99
Roast Beef,2010,Febuary,4.014
Roast Beef,2010,March,4.073
Roast Beef,2010,April,4.044
Roast Beef,2010,May,4.071
Roast Beef,2010,June,4.039
Roast Beef,2010,July,4.084
Roast Beef,2010,August,4.054
Roast Beef,2010,September,4.136
Roast Beef,2010,October,4.121
Roast Beef,2010,November,4.197
Roast Beef,2010,December,4.153
Roast Beef,2011,January,4.241
Roast Beef,2011,Febuary,4.337
Roast Beef,2011,March,4.444
Roast Beef,2011,April,4.443
Roast Beef,2011,May,4.46
Roast Beef,2011,June,4.439
Roast Beef,2011,July,4.551
Roast Beef,2011,August,4.487
Roast Beef,2011,September,4.524
Roast Beef,2011,October,4.518
Roast Beef,2011,November,4.628
Roast Beef,2011,December,4.674
Roast Beef,2012,January,4.694
Roast Beef,2012,Febuary,4.676
Roast Beef,2012,March,4.665
Roast Beef,2012,April,4.68
Roast Beef,2012,May,4.725
Roast Beef,2012,June,4.697
Roast Beef,2012,July,4.671
Roast Beef,2012,August,4.661
Roast Beef,2012,September,4.594
Roast Beef,2012,October,4.782
Roast Beef,2012,November,4.76
Roast Beef,2012,December,4.741
Roast Beef,2013,January,4.681
Roast Beef,2013,Febuary,4.716
Roast Beef,2013,March,4.748
Roast Beef,2013,April,4.689
Roast Beef,2013,May,4.707
Roast Beef,2013,June,4.796
Roast Beef,2013,July,4.866
Roast Beef,2013,August,4.876
Roast Beef,2013,September,4.833
Roast Beef,2013,October,4.821
Roast Beef,2013,November,4.887
Roast Beef,2013,December,4.905
Roast Beef,2014,January,4.827
Roast Beef,2014,Febuary,5.221
Roast Beef,2014,March,5.231
Roast Beef,2014,April,5.374
Roast Beef,2014,May,5.339
Roast Beef,2014,June,5.299
Roast Beef,2014,July,5.366
Roast Beef,2014,August,5.711
Roast Beef,2014,September,5.738
Roast Beef,2014,October,5.686
Roast Beef,2014,November,5.776
Roast Beef,2014,December,5.854
Roast Beef,2015,January,5.838
Roast Beef,2015,Febuary,5.844
Roast Beef,2015,March,5.872
Roast Beef,2015,April,5.864
Roast Beef,2015,May,5.915
Roast Beef,2015,June,5.927
Roast Beef,2015,July,5.905
Roast Beef,2015,August,5.871
Roast Beef,2015,September,5.785
Roast Beef,2015,October,5.762
Roast Beef,2015,November,5.718
Roast Beef,2015,December,5.482
Roast Beef,2016,January,5.421
Roast Beef,2016,Febuary,5.526
Roast Beef,2016,March,5.662
Roast Beef,2016,April,5.576
Roast Beef,2016,May,5.687
Roast Beef,2016,June,5.601
Roast Beef,2016,July,5.504
Roast Beef,2016,August,5.451
Roast Beef,2016,September,5.315
Roast Beef,2016,October,5.277
Roast Beef,2016,November,5.301
Roast Beef,2016,December,5.159
Roast Beef,2017,January,5.138
Roast Beef,2017,Febuary,5.208
Roast Beef,2017,March,5.264
Roast Beef,2017,April,5.315
Roast Beef,2017,May,5.354
Roast Beef,2017,June,5.498
Roast Beef,2017,July,5.453
Roast Beef,2017,August,5.349
Roast Beef,2017,September,5.329
Roast Beef,2017,October,5.156
Roast Beef,2017,November,5.163
Roast Beef,2017,December,5.207
Roast Beef,2018,January,5.109
Roast Beef,2018,Febuary,5.184
Roast Beef,2018,March,5.259
Roast Beef,2018,April,5.378
Roast Beef,2018,May,5.369
Roast Beef,2018,June,5.481
Roast Beef,2018,July,5.508
Roast Beef,2018,August,5.506
Roast Beef,2018,September,5.386
Roast Beef,2018,October,5.203
Roast Beef,2018,November,5.17
Roast Beef,2018,December,5.202
Roast Beef,2019,January,5.283
Roast Beef,2019,Febuary,5.319
Roast Beef,2019,March,5.439
Roast Beef,2019,April,5.445
Roast Beef,2019,May,5.521
Roast Beef,2019,June,5.627
Roast Beef,2019,July,5.609
Roast Beef,2019,August,5.471
Roast Beef,2019,September,5.43
Roast Beef,2019,October,5.277
Roast Beef,2019,November,5.376
Roast Beef,2019,December,5.537
Roast Beef,2020,January,5.515
Roast Beef,2020,Febuary,5.532
Roast Beef,2020,March,5.535
Roast Beef,2020,April,5.896
Roast Beef,2020,May,7.068
Roast Beef,2020,June,7.057
Roast Beef,2020,July,6.461
Roast Beef,2020,August,6.059
Roast Beef,2020,September,6.035
Roast Beef,2020,October,5.841
Roast Beef,2020,November,5.883
Roast Beef,2020,December,5.868
Roast Beef,2021,January,5.861
Roast Beef,2021,Febuary,6.063
Roast Beef,2021,March,6.229
Roast Beef,2021,April,6.216
Roast Beef,2021,May,6.512
Roast Beef,2021,June,6.824
Roast Beef,2021,July,6.749
Roast Beef,2021,August,6.727
Roast Beef,2021,September,7.133
Roast Beef,2021,October,7.127
Roast Beef,2021,November,7.161
Roast Beef,2021,December,6.948
Roast Beef,2022,January,6.845
