order_id,sandwich_type,bread_type,cheese_type,toppings,sauce,side_order,drink,order_date
334,Veggie,Wheat,Swiss,Pickles,Ranch,Salad,Soda,2/27/2022
335,Veggie,Wheat,Cheddar,Tomato,Mayo,Salad,Iced Tea,3/11/2022
336,Ham,Rye,Swiss,Tomato,Mayo,Salad,Water,11/28/2022
337,Turkey,Rye,Provolone,Lettuce,Ranch,Salad,Water,8/4/2022
338,Turkey,Wheat,Swiss,Pickles,Mustard,Salad,Soda,8/3/2022
339,Veggie,Wheat,Provolone,Tomato,Mayo,Salad,Iced Tea,11/6/2022
340,Turkey,Rye,Provolone,Onion,Mayo,Chips,Iced Tea,9/29/2022
341,Veggie,Rye,Cheddar,Onion,Mustard,Salad,Soda,2/2/2022
342,Turkey,Rye,Swiss,Onion,Ranch,Salad,Water,2/16/2022
343,Veggie,Rye,Cheddar,Pickles,Mayo,Fruit,Soda,10/9/2022
344,Veggie,White,Provolone,Tomato,Mayo,Fruit,Iced Tea,8/2/2022
345,Turkey,White,Swiss,Lettuce,Ranch,Chips,Water,10/9/2022
346,Veggie,Wheat,Cheddar,Lettuce,Ranch,Salad,Water,4/13/2022
347,Ham,Rye,Cheddar,Pickles,Mayo,Chips,Soda,8/1/2022
348,Turkey,Wheat,Cheddar,Tomato,Mayo,Fruit,Soda,5/7/2022
349,Veggie,White,Provolone,Lettuce,Mustard,Chips,Soda,8/20/2022
350,Veggie,Rye,Cheddar,Pickles,Ranch,Fruit,Water,5/25/2022
351,Ham,Wheat,Provolone,Lettuce,Mustard,Salad,Soda,9/18/2022
352,Turkey,Rye,Cheddar,Lettuce,Mustard,Chips,Iced Tea,9/25/2022
353,Ham,Wheat,Cheddar,Onion,Mayo,Salad,Soda,7/19/2022
354,Turkey,Rye,Cheddar,Lettuce,Mustard,Chips,Water,4/14/2022
355,Veggie,Rye,Swiss,Tomato,Ranch,Fruit,Water,2/26/2022
356,Veggie,White,Swiss,Tomato,Mustard,Chips,Soda,3/15/2022
357,Ham,White,Cheddar,Lettuce,Mayo,Salad,Water,5/21/2022
358,Ham,Wheat,Provolone,Onion,Ranch,Chips,Soda,5/29/2022
359,Veggie,Wheat,Swiss,Pickles,Ranch,Chips,Iced Tea,8/17/2022
360,Veggie,Wheat,Swiss,Onion,Ranch,Chips,Water,5/4/2022
361,Veggie,Wheat,Cheddar,Lettuce,Mustard,Salad,Soda,7/22/2022
362,Turkey,Rye,Provolone,Lettuce,Mustard,Chips,Water,8/26/2022
363,Veggie,Wheat,Swiss,Tomato,Ranch,Salad,Water,1/8/2022
364,Veggie,Wheat,Provolone,Tomato,Ranch,Fruit,Iced Tea,1/3/2022
365,Ham,Rye,Provolone,Tomato,Mustard,Salad,Iced Tea,11/26/2022
366,Turkey,White,Cheddar,Lettuce,Mustard,Fruit,Water,3/17/2022
367,Turkey,Wheat,Cheddar,Onion,Mayo,Salad,Iced Tea,1/15/2022
368,Turkey,White,Swiss,Lettuce,Ranch,Chips,Water,4/13/2022
369,Ham,White,Cheddar,Tomato,Mustard,Salad,Water,6/18/2022
370,Veggie,Rye,Swiss,Lettuce,Mayo,Chips,Soda,2/21/2022
371,Turkey,Rye,Swiss,Tomato,Mustard,Fruit,Water,10/24/2022
372,Ham,Rye,Swiss,Lettuce,Mayo,Salad,Iced Tea,3/28/2022
373,Ham,Rye,Cheddar,Lettuce,Mayo,Chips,Soda,3/23/2022
374,Ham,Wheat,Provolone,Pickles,Mustard,Salad,Iced Tea,5/25/2022
375,Ham,Wheat,Provolone,Pickles,Ranch,Salad,Water,11/2/2022
376,Ham,White,Provolone,Pickles,Mayo,Chips,Iced Tea,7/15/2022
377,Ham,White,Swiss,Onion,Mustard,Salad,Iced Tea,4/3/2022
378,Ham,White,Cheddar,Tomato,Mustard,Salad,Water,6/14/2022
379,Veggie,White,Provolone,Lettuce,Ranch,Salad,Soda,2/4/2022
380,Ham,Rye,Provolone,Lettuce,Ranch,Fruit,Water,10/12/2022
381,Ham,Wheat,Swiss,Onion,Ranch,Chips,Iced Tea,2/24/2022
382,Turkey,White,Cheddar,Lettuce,Mustard,Chips,Iced Tea,6/15/2022
383,Turkey,Rye,Cheddar,Onion,Mayo,Salad,Water,12/9/2022
384,Turkey,White,Cheddar,Tomato,Mustard,Salad,Soda,1/6/2022
385,Veggie,Rye,Swiss,Lettuce,Mayo,Fruit,Water,8/15/2022
386,Ham,Wheat,Swiss,Onion,Ranch,Salad,Soda,7/27/2022
387,Turkey,Rye,Provolone,Onion,Ranch,Fruit,Water,7/9/2022
388,Turkey,Wheat,Provolone,Pickles,Mayo,Fruit,Iced Tea,2/26/2022
389,Turkey,Rye,Cheddar,Onion,Ranch,Chips,Water,1/3/2022
390,Turkey,White,Cheddar,Pickles,Ranch,Chips,Iced Tea,10/3/2022
391,Turkey,Wheat,Provolone,Pickles,Ranch,Salad,Soda,9/29/2022
392,Ham,Wheat,Swiss,Pickles,Mayo,Salad,Water,8/5/2022
393,Ham,Wheat,Swiss,Pickles,Mayo,Fruit,Soda,3/31/2022
394,Veggie,Wheat,Provolone,Pickles,Mustard,Chips,Iced Tea,3/12/2022
395,Ham,White,Swiss,Pickles,Mustard,Salad,Iced Tea,11/7/2022
396,Ham,White,Cheddar,Onion,Ranch,Salad,Soda,4/2/2022
397,Veggie,White,Provolone,Pickles,Mayo,Fruit,Soda,1/25/2022
398,Veggie,Wheat,Provolone,Pickles,Ranch,Chips,Soda,10/26/2022
399,Turkey,Rye,Cheddar,Tomato,Ranch,Salad,Iced Tea,11/29/2022
400,Turkey,Wheat,Provolone,Lettuce,Mustard,Chips,Iced Tea,10/24/2022
401,Turkey,Rye,Cheddar,Lettuce,Ranch,Salad,Iced Tea,4/15/2022
402,Veggie,White,Provolone,Lettuce,Ranch,Salad,Water,3/8/2022
403,Veggie,White,Swiss,Pickles,Mayo,Fruit,Soda,4/17/2022
404,Veggie,Rye,Swiss,Pickles,Ranch,Fruit,Iced Tea,1/3/2022
405,Turkey,White,Cheddar,Tomato,Mustard,Chips,Iced Tea,7/16/2022
406,Veggie,Wheat,Provolone,Tomato,Mustard,Fruit,Iced Tea,5/28/2022
407,Veggie,Wheat,Swiss,Lettuce,Mustard,Salad,Iced Tea,11/25/2022
408,Veggie,White,Provolone,Onion,Mayo,Salad,Soda,5/27/2022
409,Veggie,White,Cheddar,Onion,Ranch,Fruit,Iced Tea,1/20/2022
410,Veggie,Rye,Swiss,Pickles,Ranch,Salad,Water,9/22/2022
411,Ham,Wheat,Swiss,Pickles,Mayo,Fruit,Soda,4/28/2022
412,Turkey,Rye,Cheddar,Tomato,Mustard,Fruit,Water,1/11/2022
413,Turkey,Rye,Provolone,Tomato,Ranch,Fruit,Iced Tea,6/7/2022
414,Ham,Rye,Cheddar,Lettuce,Ranch,Salad,Soda,8/31/2022
415,Ham,Rye,Cheddar,Lettuce,Ranch,Salad,Water,4/22/2022
416,Turkey,White,Swiss,Onion,Ranch,Salad,Soda,12/9/2022
417,Turkey,Rye,Swiss,Onion,Ranch,Chips,Iced Tea,10/8/2022
418,Turkey,Wheat,Swiss,Pickles,Ranch,Salad,Water,9/6/2022
419,Ham,Rye,Provolone,Pickles,Ranch,Chips,Water,6/24/2022
420,Turkey,Wheat,Provolone,Lettuce,Mayo,Fruit,Iced Tea,11/8/2022
421,Turkey,White,Provolone,Pickles,Mustard,Salad,Soda,12/23/2022
422,Ham,Rye,Cheddar,Lettuce,Mustard,Chips,Iced Tea,4/8/2022
423,Ham,White,Cheddar,Lettuce,Mayo,Fruit,Water,12/1/2022
424,Ham,Wheat,Swiss,Onion,Ranch,Salad,Soda,2/18/2022
425,Turkey,White,Cheddar,Pickles,Ranch,Fruit,Soda,4/19/2022
426,Veggie,Wheat,Cheddar,Onion,Mayo,Chips,Soda,6/30/2022
427,Ham,White,Provolone,Lettuce,Ranch,Salad,Water,2/19/2022
428,Turkey,Wheat,Provolone,Tomato,Ranch,Chips,Soda,5/17/2022
429,Turkey,White,Swiss,Onion,Ranch,Fruit,Iced Tea,4/16/2022
430,Veggie,Wheat,Swiss,Lettuce,Mustard,Chips,Soda,9/11/2022
431,Ham,White,Swiss,Lettuce,Mayo,Salad,Water,1/25/2022
432,Ham,White,Swiss,Lettuce,Mustard,Fruit,Iced Tea,8/6/2022
433,Turkey,White,Cheddar,Tomato,Mustard,Salad,Soda,12/11/2022
434,Ham,Rye,Cheddar,Lettuce,Ranch,Fruit,Iced Tea,8/19/2022
435,Turkey,Rye,Swiss,Tomato,Mustard,Salad,Water,11/29/2022
436,Ham,Wheat,Provolone,Lettuce,Mayo,Fruit,Iced Tea,11/1/2022
437,Ham,White,Provolone,Onion,Mayo,Fruit,Iced Tea,1/16/2022
438,Turkey,White,Cheddar,Lettuce,Mayo,Salad,Soda,8/22/2022
439,Turkey,Rye,Cheddar,Lettuce,Mustard,Chips,Soda,4/28/2022
440,Veggie,Rye,Cheddar,Lettuce,Mayo,Fruit,Soda,8/1/2022
441,Ham,Rye,Swiss,Lettuce,Mustard,Salad,Soda,5/25/2022
442,Veggie,White,Cheddar,Lettuce,Mayo,Fruit,Iced Tea,9/17/2022
443,Veggie,Rye,Cheddar,Pickles,Ranch,Salad,Soda,3/15/2022
444,Turkey,White,Cheddar,Onion,Ranch,Chips,Water,12/14/2022
445,Turkey,Wheat,Cheddar,Lettuce,Ranch,Fruit,Soda,11/7/2022
446,Turkey,White,Cheddar,Tomato,Mustard,Fruit,Water,6/11/2022
447,Veggie,White,Swiss,Tomato,Ranch,Fruit,Soda,3/4/2022
448,Ham,Wheat,Cheddar,Lettuce,Mustard,Fruit,Soda,12/22/2022
449,Turkey,Wheat,Cheddar,Lettuce,Mustard,Fruit,Water,4/25/2022
450,Veggie,Rye,Cheddar,Lettuce,Mayo,Fruit,Water,5/19/2022
451,Ham,Wheat,Provolone,Lettuce,Mustard,Chips,Water,10/28/2022
452,Turkey,Wheat,Cheddar,Lettuce,Mustard,Fruit,Soda,4/15/2022
453,Veggie,Wheat,Swiss,Pickles,Mustard,Fruit,Soda,12/11/2022
454,Veggie,Wheat,Provolone,Lettuce,Mayo,Salad,Soda,4/20/2022
455,Turkey,Wheat,Cheddar,Onion,Ranch,Fruit,Water,7/17/2022
456,Veggie,White,Swiss,Pickles,Ranch,Chips,Soda,7/4/2022
457,Veggie,Rye,Swiss,Tomato,Mayo,Chips,Water,11/7/2022
458,Veggie,White,Swiss,Tomato,Mayo,Chips,Iced Tea,8/10/2022
459,Veggie,White,Provolone,Pickles,Ranch,Chips,Water,7/31/2022
460,Veggie,Wheat,Provolone,Pickles,Mayo,Chips,Soda,5/6/2022
461,Ham,Wheat,Provolone,Lettuce,Mayo,Salad,Iced Tea,1/30/2022
462,Veggie,White,Provolone,Pickles,Mustard,Chips,Water,4/18/2022
463,Turkey,White,Provolone,Onion,Mayo,Chips,Iced Tea,8/24/2022
464,Veggie,Wheat,Swiss,Pickles,Ranch,Chips,Soda,3/24/2022
465,Veggie,Wheat,Provolone,Lettuce,Ranch,Salad,Water,7/18/2022
466,Turkey,Wheat,Provolone,Lettuce,Mustard,Salad,Iced Tea,7/9/2022
467,Veggie,Rye,Cheddar,Pickles,Ranch,Chips,Soda,4/11/2022
468,Veggie,Wheat,Swiss,Pickles,Ranch,Fruit,Soda,6/1/2022
469,Turkey,Wheat,Swiss,Onion,Mayo,Fruit,Iced Tea,2/1/2022
470,Veggie,Wheat,Provolone,Tomato,Mustard,Fruit,Soda,1/25/2022
471,Veggie,White,Cheddar,Tomato,Ranch,Fruit,Soda,6/25/2022
472,Turkey,White,Provolone,Pickles,Mustard,Fruit,Water,1/10/2022
473,Turkey,Wheat,Swiss,Onion,Mayo,Fruit,Iced Tea,11/25/2022
474,Ham,Rye,Provolone,Lettuce,Mustard,Fruit,Iced Tea,8/21/2022
475,Turkey,Wheat,Cheddar,Tomato,Ranch,Salad,Iced Tea,5/23/2022
476,Veggie,Wheat,Swiss,Tomato,Ranch,Fruit,Iced Tea,1/18/2022
477,Turkey,Rye,Cheddar,Onion,Ranch,Fruit,Soda,5/18/2022
478,Ham,Rye,Swiss,Onion,Ranch,Chips,Soda,9/9/2022
479,Turkey,White,Swiss,Pickles,Mustard,Salad,Water,8/16/2022
480,Veggie,White,Swiss,Pickles,Ranch,Chips,Water,4/16/2022
481,Turkey,Wheat,Swiss,Tomato,Mayo,Fruit,Iced Tea,10/10/2022
482,Ham,Rye,Swiss,Onion,Mustard,Chips,Water,1/18/2022
483,Turkey,Wheat,Swiss,Tomato,Ranch,Fruit,Soda,6/12/2022
484,Ham,White,Swiss,Onion,Mustard,Fruit,Soda,6/10/2022
485,Veggie,Wheat,Swiss,Pickles,Mayo,Chips,Soda,12/21/2022
486,Ham,White,Cheddar,Tomato,Mayo,Salad,Water,9/26/2022
487,Veggie,Rye,Provolone,Lettuce,Mayo,Chips,Soda,7/11/2022
488,Veggie,White,Cheddar,Tomato,Mustard,Chips,Soda,1/8/2022
489,Ham,Wheat,Swiss,Pickles,Ranch,Fruit,Soda,11/8/2022
490,Ham,Wheat,Swiss,Pickles,Mayo,Fruit,Iced Tea,12/29/2022
491,Veggie,Rye,Swiss,Onion,Mayo,Chips,Soda,9/21/2022
492,Ham,Rye,Swiss,Pickles,Mayo,Fruit,Iced Tea,4/1/2022
493,Turkey,Rye,Swiss,Lettuce,Mustard,Fruit,Soda,5/5/2022
494,Ham,Wheat,Cheddar,Onion,Ranch,Salad,Water,9/30/2022
495,Ham,Rye,Cheddar,Onion,Mayo,Chips,Soda,5/12/2022
496,Veggie,Rye,Provolone,Lettuce,Mustard,Fruit,Soda,6/19/2022
497,Turkey,Wheat,Swiss,Onion,Ranch,Salad,Iced Tea,2/25/2022
498,Ham,Rye,Swiss,Tomato,Mayo,Chips,Iced Tea,2/15/2022
499,Ham,White,Cheddar,Tomato,Mustard,Chips,Iced Tea,8/14/2022
500,Ham,Wheat,Swiss,Lettuce,Mustard,Salad,Water,3/30/2022
501,Turkey,Rye,Cheddar,Onion,Mustard,Salad,Water,7/10/2022
502,Veggie,White,Provolone,Pickles,Mayo,Salad,Iced Tea,1/26/2022
503,Veggie,White,Swiss,Lettuce,Mustard,Fruit,Iced Tea,8/14/2022
504,Veggie,Wheat,Swiss,Pickles,Mayo,Fruit,Water,10/7/2022
505,Ham,White,Swiss,Lettuce,Mayo,Salad,Soda,3/22/2022
506,Turkey,Rye,Swiss,Lettuce,Mustard,Chips,Iced Tea,3/12/2022
507,Veggie,White,Swiss,Tomato,Mustard,Fruit,Water,8/21/2022
508,Ham,Wheat,Cheddar,Pickles,Mustard,Fruit,Iced Tea,8/7/2022
509,Ham,Wheat,Swiss,Tomato,Mayo,Chips,Soda,11/11/2022
510,Turkey,Rye,Cheddar,Onion,Mayo,Salad,Iced Tea,7/23/2022
511,Ham,Wheat,Swiss,Lettuce,Ranch,Fruit,Water,3/10/2022
512,Turkey,Wheat,Swiss,Onion,Ranch,Salad,Water,4/20/2022
513,Turkey,Wheat,Provolone,Tomato,Mayo,Salad,Soda,11/10/2022
514,Turkey,Wheat,Swiss,Tomato,Ranch,Chips,Soda,1/28/2022
515,Turkey,Rye,Cheddar,Lettuce,Mayo,Fruit,Soda,8/16/2022
516,Turkey,Wheat,Swiss,Onion,Mayo,Fruit,Water,9/10/2022
517,Veggie,White,Swiss,Lettuce,Ranch,Fruit,Water,7/13/2022
518,Ham,White,Swiss,Tomato,Mustard,Salad,Water,6/9/2022
519,Turkey,Rye,Provolone,Onion,Mustard,Fruit,Soda,8/21/2022
520,Turkey,Rye,Swiss,Pickles,Ranch,Salad,Soda,8/23/2022
521,Ham,Wheat,Provolone,Lettuce,Mayo,Fruit,Soda,9/24/2022
522,Veggie,Rye,Cheddar,Onion,Ranch,Chips,Water,4/4/2022
523,Veggie,Rye,Provolone,Tomato,Mustard,Fruit,Iced Tea,5/23/2022
524,Veggie,White,Cheddar,Tomato,Mustard,Fruit,Water,7/4/2022
525,Veggie,Rye,Provolone,Tomato,Mustard,Fruit,Water,11/9/2022
526,Ham,Rye,Swiss,Onion,Mustard,Salad,Water,5/2/2022
527,Ham,White,Swiss,Lettuce,Mayo,Chips,Water,3/24/2022
528,Veggie,Rye,Swiss,Onion,Mayo,Fruit,Soda,7/31/2022
529,Ham,Wheat,Cheddar,Tomato,Ranch,Fruit,Iced Tea,1/14/2022
530,Veggie,Wheat,Swiss,Onion,Mustard,Chips,Soda,9/26/2022
531,Veggie,Wheat,Cheddar,Onion,Mayo,Fruit,Iced Tea,4/15/2022
532,Ham,White,Cheddar,Tomato,Mayo,Salad,Soda,2/15/2022
533,Ham,Rye,Provolone,Tomato,Mayo,Chips,Water,5/9/2022
534,Veggie,Wheat,Cheddar,Onion,Mayo,Fruit,Water,7/15/2022
535,Veggie,White,Cheddar,Pickles,Ranch,Salad,Iced Tea,10/5/2022
536,Turkey,White,Provolone,Onion,Mayo,Fruit,Iced Tea,12/28/2022
537,Ham,Rye,Swiss,Onion,Mayo,Fruit,Soda,2/25/2022
538,Ham,White,Cheddar,Lettuce,Mustard,Salad,Iced Tea,3/6/2022
539,Turkey,Rye,Swiss,Pickles,Mayo,Chips,Soda,11/29/2022
540,Ham,Rye,Swiss,Lettuce,Mustard,Chips,Soda,6/4/2022
541,Veggie,Wheat,Swiss,Lettuce,Mayo,Salad,Soda,3/17/2022
542,Ham,White,Swiss,Onion,Mayo,Fruit,Iced Tea,10/10/2022
543,Veggie,Wheat,Swiss,Onion,Mayo,Chips,Soda,5/29/2022
544,Turkey,White,Provolone,Onion,Mayo,Fruit,Water,2/2/2022
545,Turkey,Wheat,Cheddar,Pickles,Ranch,Salad,Water,8/25/2022
546,Ham,Rye,Provolone,Pickles,Mayo,Fruit,Soda,9/4/2022
547,Turkey,Rye,Cheddar,Pickles,Ranch,Salad,Iced Tea,2/26/2022
548,Veggie,White,Cheddar,Lettuce,Mustard,Fruit,Water,1/29/2022
549,Turkey,Rye,Cheddar,Onion,Mustard,Fruit,Water,7/11/2022
550,Turkey,White,Provolone,Lettuce,Mayo,Chips,Iced Tea,12/25/2022
551,Turkey,Rye,Swiss,Tomato,Mustard,Fruit,Soda,8/17/2022
552,Ham,White,Cheddar,Onion,Mayo,Salad,Iced Tea,2/18/2022
553,Veggie,Wheat,Cheddar,Tomato,Mustard,Fruit,Iced Tea,7/15/2022
554,Ham,Wheat,Cheddar,Lettuce,Mustard,Fruit,Water,1/15/2022
555,Ham,White,Swiss,Pickles,Ranch,Salad,Water,1/28/2022
556,Veggie,White,Cheddar,Lettuce,Mayo,Fruit,Iced Tea,7/14/2022
557,Turkey,White,Swiss,Tomato,Ranch,Salad,Soda,5/1/2022
558,Veggie,White,Provolone,Tomato,Ranch,Fruit,Soda,4/6/2022
559,Ham,Rye,Cheddar,Tomato,Mayo,Salad,Iced Tea,2/23/2022
560,Veggie,White,Cheddar,Onion,Mayo,Salad,Water,8/7/2022
561,Turkey,Rye,Provolone,Tomato,Ranch,Chips,Iced Tea,10/29/2022
562,Veggie,Wheat,Cheddar,Lettuce,Mayo,Fruit,Water,12/24/2022
563,Veggie,Wheat,Provolone,Pickles,Mustard,Salad,Water,4/10/2022
564,Veggie,White,Cheddar,Pickles,Ranch,Fruit,Soda,11/3/2022
565,Turkey,Wheat,Provolone,Tomato,Mustard,Fruit,Water,2/13/2022
566,Veggie,Rye,Cheddar,Lettuce,Ranch,Chips,Water,8/20/2022
567,Ham,White,Provolone,Pickles,Mayo,Chips,Iced Tea,6/27/2022
568,Turkey,White,Swiss,Pickles,Ranch,Salad,Soda,3/5/2022
569,Turkey,White,Provolone,Pickles,Ranch,Fruit,Water,10/16/2022
570,Ham,Rye,Cheddar,Pickles,Mustard,Fruit,Soda,1/11/2022
571,Turkey,Wheat,Cheddar,Lettuce,Mustard,Salad,Water,10/5/2022
572,Ham,Rye,Provolone,Pickles,Mayo,Chips,Water,10/27/2022
573,Ham,Rye,Provolone,Pickles,Mustard,Chips,Iced Tea,8/10/2022
574,Turkey,Rye,Cheddar,Lettuce,Ranch,Fruit,Water,11/16/2022
575,Turkey,Rye,Swiss,Onion,Mustard,Salad,Water,10/21/2022
576,Ham,Wheat,Provolone,Onion,Mustard,Salad,Iced Tea,1/5/2022
577,Veggie,Wheat,Swiss,Pickles,Mayo,Chips,Iced Tea,9/21/2022
578,Ham,Wheat,Swiss,Onion,Mayo,Salad,Iced Tea,8/17/2022
579,Ham,Rye,Provolone,Lettuce,Ranch,Chips,Soda,8/8/2022
580,Ham,Wheat,Swiss,Lettuce,Mayo,Chips,Iced Tea,11/5/2022
581,Veggie,Rye,Cheddar,Onion,Mayo,Fruit,Soda,3/19/2022
582,Veggie,Wheat,Swiss,Lettuce,Mustard,Chips,Soda,5/26/2022
583,Ham,Rye,Provolone,Tomato,Mustard,Chips,Soda,2/4/2022
584,Veggie,White,Cheddar,Onion,Mayo,Fruit,Water,6/3/2022
585,Veggie,Wheat,Provolone,Tomato,Mustard,Chips,Water,1/22/2022
586,Turkey,Wheat,Provolone,Pickles,Mustard,Chips,Soda,5/30/2022
587,Veggie,Rye,Provolone,Pickles,Ranch,Chips,Soda,9/4/2022
588,Turkey,Rye,Cheddar,Pickles,Mayo,Salad,Water,11/16/2022
589,Ham,Wheat,Cheddar,Tomato,Mayo,Chips,Soda,1/28/2022
590,Veggie,Wheat,Cheddar,Tomato,Mustard,Chips,Water,6/21/2022
591,Ham,Rye,Cheddar,Onion,Mustard,Chips,Water,2/28/2022
592,Turkey,White,Swiss,Onion,Mustard,Chips,Soda,1/27/2022
593,Veggie,Rye,Swiss,Tomato,Mustard,Fruit,Soda,12/15/2022
594,Veggie,White,Swiss,Onion,Mayo,Chips,Soda,7/7/2022
595,Turkey,White,Provolone,Tomato,Mayo,Chips,Soda,2/2/2022
596,Ham,White,Provolone,Lettuce,Mayo,Chips,Soda,4/10/2022
597,Veggie,Wheat,Cheddar,Onion,Mustard,Salad,Iced Tea,10/24/2022
598,Turkey,White,Provolone,Tomato,Mayo,Salad,Water,10/28/2022
599,Ham,Wheat,Cheddar,Onion,Mustard,Fruit,Iced Tea,5/25/2022
600,Ham,White,Swiss,Tomato,Mustard,Chips,Water,3/21/2022
601,Ham,Wheat,Provolone,Lettuce,Mayo,Chips,Iced Tea,12/21/2022
602,Veggie,Wheat,Provolone,Tomato,Mayo,Salad,Iced Tea,10/24/2022
603,Turkey,Wheat,Provolone,Tomato,Mayo,Chips,Water,6/15/2022
604,Veggie,White,Provolone,Lettuce,Mustard,Fruit,Water,8/2/2022
605,Turkey,Rye,Cheddar,Onion,Ranch,Fruit,Iced Tea,8/3/2022
606,Turkey,Rye,Swiss,Lettuce,Ranch,Fruit,Iced Tea,10/17/2022
607,Veggie,Rye,Cheddar,Pickles,Mustard,Chips,Soda,8/16/2022
608,Ham,White,Provolone,Pickles,Mustard,Fruit,Soda,4/28/2022
609,Veggie,Rye,Provolone,Pickles,Ranch,Chips,Soda,8/10/2022
610,Turkey,Rye,Provolone,Pickles,Ranch,Salad,Iced Tea,7/31/2022
611,Ham,Rye,Swiss,Lettuce,Mustard,Chips,Iced Tea,5/16/2022
612,Turkey,Wheat,Swiss,Tomato,Ranch,Fruit,Water,8/6/2022
613,Ham,Wheat,Cheddar,Onion,Ranch,Salad,Iced Tea,6/18/2022
614,Veggie,White,Provolone,Onion,Mayo,Salad,Soda,6/13/2022
615,Turkey,White,Swiss,Tomato,Mustard,Salad,Water,2/8/2022
616,Ham,White,Provolone,Pickles,Mustard,Fruit,Water,1/4/2022
617,Veggie,Wheat,Cheddar,Tomato,Ranch,Fruit,Water,4/16/2022
618,Turkey,Wheat,Swiss,Lettuce,Mustard,Chips,Water,4/11/2022
619,Turkey,White,Cheddar,Tomato,Mayo,Fruit,Iced Tea,7/13/2022
620,Veggie,Wheat,Cheddar,Tomato,Ranch,Chips,Water,6/16/2022
621,Ham,White,Provolone,Onion,Mayo,Salad,Water,2/28/2022
622,Ham,Rye,Provolone,Onion,Mayo,Salad,Soda,11/16/2022
623,Veggie,Wheat,Provolone,Pickles,Mayo,Chips,Iced Tea,9/2/2022
624,Veggie,White,Swiss,Onion,Mustard,Chips,Iced Tea,7/2/2022
625,Ham,Rye,Provolone,Onion,Ranch,Chips,Iced Tea,10/21/2022
626,Turkey,Rye,Swiss,Tomato,Mayo,Chips,Water,9/22/2022
627,Veggie,White,Provolone,Pickles,Ranch,Chips,Water,7/9/2022
628,Ham,Rye,Provolone,Lettuce,Mustard,Salad,Soda,3/4/2022
629,Turkey,Rye,Swiss,Onion,Ranch,Salad,Soda,6/1/2022
630,Ham,Rye,Swiss,Tomato,Mustard,Fruit,Iced Tea,7/8/2022
631,Turkey,Wheat,Swiss,Pickles,Ranch,Salad,Water,2/4/2022
632,Turkey,Wheat,Provolone,Lettuce,Mustard,Salad,Soda,7/2/2022
633,Turkey,White,Swiss,Pickles,Ranch,Salad,Soda,6/5/2022
634,Turkey,Rye,Swiss,Lettuce,Mustard,Chips,Iced Tea,9/21/2022
635,Veggie,Rye,Cheddar,Onion,Ranch,Salad,Water,4/4/2022
636,Ham,Rye,Provolone,Onion,Mustard,Fruit,Iced Tea,10/19/2022
637,Turkey,White,Cheddar,Lettuce,Mayo,Fruit,Soda,8/16/2022
638,Veggie,Rye,Swiss,Pickles,Mayo,Chips,Iced Tea,4/25/2022
639,Ham,White,Provolone,Pickles,Mustard,Salad,Soda,12/10/2022
640,Veggie,Wheat,Swiss,Lettuce,Mayo,Salad,Soda,9/22/2022
641,Veggie,Wheat,Cheddar,Tomato,Mustard,Chips,Iced Tea,6/22/2022
642,Veggie,Rye,Provolone,Tomato,Ranch,Salad,Soda,12/20/2022
643,Ham,Wheat,Provolone,Pickles,Ranch,Salad,Soda,6/24/2022
644,Turkey,White,Cheddar,Tomato,Mayo,Salad,Iced Tea,7/27/2022
645,Ham,White,Cheddar,Tomato,Mustard,Salad,Iced Tea,4/30/2022
646,Turkey,Rye,Swiss,Onion,Ranch,Chips,Iced Tea,1/7/2022
647,Veggie,White,Swiss,Pickles,Ranch,Fruit,Soda,7/31/2022
648,Ham,Rye,Cheddar,Pickles,Mayo,Chips,Soda,12/11/2022
649,Ham,Rye,Cheddar,Onion,Mustard,Chips,Soda,5/14/2022
650,Ham,Wheat,Swiss,Tomato,Mustard,Chips,Soda,11/4/2022
651,Ham,White,Cheddar,Onion,Ranch,Salad,Iced Tea,2/27/2022
652,Veggie,Wheat,Provolone,Onion,Mustard,Salad,Water,3/26/2022
653,Turkey,Wheat,Swiss,Tomato,Ranch,Fruit,Soda,10/28/2022
654,Veggie,Rye,Cheddar,Onion,Mustard,Salad,Iced Tea,11/27/2022
655,Turkey,Wheat,Swiss,Tomato,Mustard,Chips,Soda,6/3/2022
656,Turkey,White,Cheddar,Tomato,Mayo,Fruit,Water,3/12/2022
657,Ham,Wheat,Swiss,Tomato,Mayo,Chips,Soda,12/27/2022
658,Turkey,White,Swiss,Tomato,Mayo,Fruit,Soda,12/10/2022
659,Veggie,Wheat,Provolone,Onion,Mustard,Chips,Water,8/3/2022
660,Veggie,White,Provolone,Onion,Mustard,Fruit,Iced Tea,6/2/2022
661,Ham,White,Swiss,Pickles,Ranch,Fruit,Water,11/12/2022
662,Veggie,White,Cheddar,Pickles,Mustard,Fruit,Water,3/28/2022
663,Veggie,Wheat,Provolone,Pickles,Mayo,Salad,Iced Tea,11/7/2022
664,Veggie,Wheat,Cheddar,Onion,Ranch,Chips,Soda,11/12/2022
665,Ham,Rye,Provolone,Lettuce,Ranch,Salad,Iced Tea,10/20/2022
666,Veggie,White,Swiss,Pickles,Mayo,Chips,Iced Tea,11/16/2022
667,Turkey,Rye,Swiss,Pickles,Mayo,Fruit,Water,6/16/2022
