sandwich_id,bun_type,patty_type,lettuce,tomato,cheese_type,sauce_type,pickles,onions,price
455,brioche,chicken,false,false,cheddar,mustard,false,false,11.85
456,pretzel,turkey,false,true,cheddar,mayo,true,false,9.66
457,brioche,turkey,true,true,cheddar,ketchup,false,false,10.39
458,pretzel,turkey,true,true,swiss,ketchup,true,true,7.35
459,brioche,chicken,false,false,american,mayo,false,true,10.38
460,pretzel,turkey,true,false,american,mustard,false,false,7.51
461,pretzel,chicken,true,true,american,mayo,false,false,8.63
462,pretzel,chicken,false,true,american,mayo,false,false,12.11
463,pretzel,chicken,true,false,american,ketchup,true,false,8.72
464,pretzel,turkey,false,true,cheddar,mustard,true,true,12.92
465,pretzel,chicken,false,true,american,mayo,false,false,10.2
466,pretzel,chicken,true,false,cheddar,ketchup,false,false,6.11
467,brioche,turkey,true,false,swiss,mayo,true,false,8.09
468,brioche,turkey,true,true,cheddar,mustard,false,true,9.14
469,brioche,turkey,true,false,swiss,ketchup,false,true,9.69
470,pretzel,chicken,false,true,american,mustard,true,true,6.06
471,brioche,chicken,false,false,swiss,ketchup,false,false,6.87
472,pretzel,chicken,true,true,cheddar,ketchup,true,true,11.81
473,pretzel,turkey,false,true,cheddar,mustard,false,true,10.33
474,pretzel,chicken,true,true,cheddar,mayo,false,true,11.89
475,brioche,turkey,true,false,cheddar,mayo,false,false,7.36
476,pretzel,turkey,true,false,cheddar,mustard,false,false,8.06
477,pretzel,turkey,false,false,cheddar,mayo,false,true,6.39
478,brioche,turkey,true,true,american,mayo,true,true,6.33
479,pretzel,chicken,true,true,american,mustard,false,true,10.73
480,brioche,turkey,false,true,swiss,mayo,false,true,11.56
481,pretzel,turkey,false,true,swiss,ketchup,true,false,10.36
482,pretzel,turkey,false,false,cheddar,ketchup,false,true,6.83
483,pretzel,turkey,true,true,cheddar,mustard,false,true,9.34
484,brioche,turkey,false,true,swiss,mustard,true,true,9.13
485,brioche,chicken,true,false,american,mustard,true,true,7.99
486,brioche,turkey,false,false,swiss,ketchup,true,true,6.06
487,brioche,chicken,false,true,american,mayo,true,true,10.25
488,pretzel,turkey,false,true,american,mustard,false,false,9.26
489,brioche,chicken,false,true,american,mustard,false,false,9.93
490,pretzel,chicken,false,true,swiss,mayo,false,true,11.27
491,pretzel,turkey,false,true,cheddar,mustard,false,true,11.35
492,brioche,turkey,false,false,cheddar,mustard,true,true,11.09
493,brioche,chicken,true,true,cheddar,mayo,false,true,6.16
494,pretzel,turkey,false,true,cheddar,mayo,true,true,6.05
495,brioche,turkey,false,false,american,mustard,false,true,8.34
496,pretzel,turkey,true,true,american,ketchup,false,false,9.69
497,pretzel,chicken,false,false,cheddar,ketchup,false,true,10.28
498,pretzel,turkey,false,false,swiss,mayo,true,false,8.0
499,pretzel,chicken,true,false,swiss,ketchup,false,false,9.17
500,pretzel,turkey,false,false,american,ketchup,false,true,12.27
501,brioche,turkey,true,false,swiss,ketchup,false,false,8.52
502,pretzel,turkey,false,true,cheddar,mustard,false,true,7.93
503,pretzel,turkey,true,true,cheddar,mayo,true,true,8.34
504,brioche,turkey,true,false,cheddar,mayo,false,false,9.67
505,brioche,turkey,true,true,swiss,ketchup,false,false,6.41
506,brioche,chicken,true,false,swiss,ketchup,false,false,7.69
507,pretzel,turkey,false,true,american,mustard,false,true,8.66
508,brioche,chicken,true,false,cheddar,mustard,true,true,6.82
509,pretzel,chicken,true,false,swiss,ketchup,true,false,7.3
510,brioche,chicken,true,true,swiss,ketchup,true,false,8.91
511,brioche,turkey,true,false,swiss,ketchup,true,false,12.47
512,pretzel,turkey,false,false,american,mayo,false,false,12.13
513,pretzel,turkey,true,false,american,mayo,true,false,12.91
514,brioche,turkey,true,true,american,mayo,false,false,11.31
515,pretzel,chicken,true,false,cheddar,mustard,true,true,9.52
516,pretzel,turkey,true,true,swiss,mustard,false,true,12.95
517,pretzel,turkey,true,false,american,ketchup,false,true,8.76
518,brioche,turkey,false,true,american,mustard,true,true,9.32
519,brioche,turkey,true,true,cheddar,mustard,false,false,8.24
520,brioche,turkey,false,true,swiss,ketchup,true,true,9.23
521,pretzel,turkey,false,false,swiss,ketchup,true,false,12.53
522,brioche,turkey,true,false,american,ketchup,false,false,6.49
523,pretzel,chicken,true,false,american,mustard,true,true,12.17
524,pretzel,turkey,true,true,american,mayo,false,false,8.88
525,brioche,turkey,false,true,american,mayo,true,true,10.98
526,brioche,turkey,false,false,swiss,ketchup,true,true,6.32
527,brioche,chicken,true,true,swiss,mustard,true,true,7.98
528,pretzel,chicken,false,false,american,mustard,false,false,10.75
529,brioche,chicken,false,true,american,mustard,true,true,10.5
530,pretzel,chicken,false,true,american,mayo,true,true,11.43
531,pretzel,turkey,true,true,swiss,mayo,true,true,12.98
532,brioche,turkey,true,true,american,mustard,false,true,9.07
533,brioche,chicken,false,true,swiss,mustard,false,true,8.57
534,pretzel,chicken,false,true,swiss,mustard,true,true,10.24
535,brioche,turkey,false,true,swiss,mayo,false,false,10.61
536,pretzel,chicken,false,false,swiss,mustard,false,false,8.56
537,brioche,turkey,true,true,swiss,ketchup,true,false,6.09
538,brioche,chicken,true,true,american,ketchup,true,true,7.36
539,pretzel,chicken,false,true,cheddar,mayo,false,false,7.02
540,brioche,chicken,false,true,american,mustard,false,true,8.35
541,brioche,chicken,true,false,cheddar,ketchup,true,false,6.63
542,pretzel,chicken,false,false,swiss,mayo,false,true,9.12
543,pretzel,turkey,false,true,american,mustard,true,false,11.66
544,brioche,turkey,false,false,american,ketchup,false,true,6.55
545,pretzel,turkey,false,false,american,mustard,true,true,7.25
546,pretzel,chicken,true,true,swiss,mayo,true,true,9.4
547,pretzel,chicken,true,false,cheddar,mayo,true,true,7.21
548,pretzel,turkey,false,true,cheddar,mustard,false,true,9.94
549,pretzel,turkey,false,true,cheddar,ketchup,false,false,8.53
550,brioche,turkey,true,false,american,mayo,true,true,6.93
551,brioche,chicken,true,false,swiss,ketchup,true,true,7.06
552,pretzel,chicken,false,false,cheddar,mustard,true,true,10.36
553,brioche,chicken,true,false,cheddar,mustard,true,false,8.94
554,pretzel,turkey,true,false,american,mayo,true,false,7.51
555,brioche,turkey,false,false,cheddar,mustard,true,true,10.13
556,brioche,chicken,false,true,cheddar,ketchup,true,false,10.65
557,brioche,chicken,false,true,swiss,mustard,true,true,12.11
558,pretzel,turkey,true,false,swiss,mustard,false,false,12.54
559,pretzel,chicken,false,true,cheddar,mayo,false,true,9.43
560,pretzel,turkey,true,true,american,ketchup,false,false,7.57
561,brioche,turkey,true,true,american,ketchup,true,true,12.36
562,brioche,chicken,true,true,american,mustard,false,false,12.61
563,brioche,chicken,false,false,american,mustard,true,true,12.26
564,brioche,chicken,false,false,american,ketchup,false,false,9.11
565,pretzel,turkey,true,false,swiss,ketchup,false,false,6.9
566,pretzel,turkey,false,false,cheddar,mayo,true,false,8.97
567,brioche,turkey,false,false,swiss,mustard,false,false,7.89
568,brioche,chicken,false,false,swiss,mustard,true,true,9.28
569,pretzel,turkey,true,true,cheddar,mayo,false,false,12.77
570,pretzel,turkey,true,true,cheddar,mustard,false,false,6.07
571,pretzel,chicken,false,true,swiss,mayo,true,true,11.52
572,brioche,chicken,false,true,swiss,mustard,true,true,9.12
573,pretzel,chicken,true,false,cheddar,mayo,true,false,8.46
574,brioche,chicken,true,true,american,mustard,true,false,7.61
575,brioche,chicken,false,false,american,mustard,true,false,9.15
576,pretzel,turkey,false,false,cheddar,mayo,true,true,7.14
577,brioche,chicken,false,false,american,ketchup,true,true,9.01
578,brioche,chicken,false,false,swiss,mayo,false,false,11.88
579,brioche,turkey,true,false,swiss,mustard,false,false,11.08
580,brioche,chicken,false,true,cheddar,mustard,true,false,6.61
581,brioche,turkey,true,true,cheddar,mayo,false,true,10.26
582,brioche,turkey,true,true,american,mustard,false,true,10.38
583,brioche,chicken,false,false,american,ketchup,true,true,6.16
584,brioche,chicken,true,true,cheddar,mayo,false,false,11.03
585,pretzel,turkey,true,true,swiss,ketchup,true,false,6.58
586,pretzel,turkey,false,false,american,mayo,false,true,6.27
587,brioche,chicken,false,true,cheddar,mayo,true,true,12.76
588,pretzel,turkey,false,true,american,mustard,true,true,8.84
589,brioche,chicken,false,true,american,mustard,false,true,7.96
590,pretzel,turkey,false,true,american,ketchup,false,true,7.43
591,pretzel,chicken,false,false,cheddar,ketchup,false,true,6.72
592,brioche,chicken,false,false,swiss,ketchup,true,true,9.4
593,pretzel,chicken,false,false,swiss,ketchup,false,true,11.96
594,brioche,chicken,true,false,american,mayo,false,true,9.77
595,pretzel,turkey,false,true,american,mayo,true,false,11.58
596,pretzel,chicken,false,false,american,mayo,false,true,11.21
597,pretzel,chicken,false,false,swiss,mayo,true,false,12.33
598,pretzel,chicken,false,false,cheddar,mayo,true,true,7.96
599,brioche,turkey,true,false,cheddar,mustard,true,false,11.06
600,brioche,chicken,true,true,swiss,mayo,true,false,12.36
601,brioche,turkey,true,true,cheddar,ketchup,true,true,6.38
602,pretzel,chicken,false,false,american,mustard,false,false,10.88
603,pretzel,turkey,true,true,cheddar,mayo,false,true,6.63
604,brioche,chicken,true,true,american,mayo,true,true,12.04
605,brioche,chicken,false,true,swiss,mayo,true,false,8.38
606,brioche,chicken,true,true,swiss,mustard,true,true,12.23
607,pretzel,turkey,false,true,american,mustard,false,false,8.45
608,pretzel,turkey,true,true,swiss,ketchup,false,true,6.69
609,brioche,chicken,true,false,swiss,ketchup,false,false,7.28
610,brioche,turkey,false,false,american,mayo,false,false,11.63
611,pretzel,turkey,true,false,american,mustard,true,true,11.35
612,brioche,chicken,false,false,swiss,mustard,false,false,9.1
613,pretzel,turkey,true,false,swiss,ketchup,true,true,6.42
614,pretzel,chicken,false,true,swiss,mustard,true,false,9.99
615,pretzel,chicken,false,true,swiss,mayo,true,false,9.21
616,pretzel,turkey,false,true,cheddar,ketchup,false,false,12.01
617,brioche,chicken,false,true,cheddar,mayo,true,true,7.64
618,brioche,turkey,false,true,american,mayo,true,true,10.82
619,pretzel,turkey,true,true,swiss,mayo,false,true,8.3
620,pretzel,turkey,true,true,swiss,ketchup,false,false,9.72
621,pretzel,chicken,true,true,swiss,mustard,true,true,7.27
622,brioche,turkey,false,false,swiss,ketchup,true,true,12.9
623,pretzel,turkey,true,true,cheddar,ketchup,false,false,8.88
624,pretzel,chicken,true,true,american,mustard,false,true,6.02
625,pretzel,turkey,false,true,swiss,mustard,true,false,11.61
626,brioche,turkey,false,false,american,mayo,false,false,7.46
627,brioche,chicken,true,true,american,ketchup,false,false,6.97
628,pretzel,turkey,false,false,swiss,mayo,true,false,11.73
629,pretzel,turkey,true,true,cheddar,mustard,false,true,8.31
630,pretzel,chicken,false,false,swiss,mayo,true,true,9.51
631,pretzel,chicken,false,false,cheddar,mustard,false,false,6.48
632,pretzel,chicken,true,true,swiss,mayo,true,true,7.12
633,brioche,chicken,true,false,american,ketchup,false,false,11.88
634,pretzel,chicken,false,false,cheddar,mayo,true,true,6.39
635,pretzel,chicken,false,false,american,ketchup,true,true,10.4
636,pretzel,chicken,false,true,cheddar,mayo,false,true,9.82
637,brioche,chicken,true,true,cheddar,ketchup,true,true,6.62
638,pretzel,turkey,false,true,cheddar,ketchup,false,false,10.17
639,brioche,turkey,true,true,swiss,mayo,false,true,8.61
640,brioche,chicken,false,true,swiss,mayo,false,false,7.27
641,pretzel,turkey,false,true,american,ketchup,true,true,12.34
642,pretzel,turkey,false,false,cheddar,mayo,true,true,10.71
643,brioche,turkey,false,true,cheddar,mustard,true,true,12.31
644,brioche,turkey,true,true,cheddar,mustard,true,true,10.66
645,pretzel,turkey,true,false,swiss,mayo,true,true,9.17
646,brioche,chicken,true,true,swiss,mustard,false,true,8.17
647,pretzel,chicken,true,true,swiss,ketchup,false,false,6.1
648,brioche,chicken,false,false,swiss,ketchup,false,true,10.81
649,brioche,turkey,false,true,american,ketchup,true,true,6.57
650,pretzel,chicken,false,false,swiss,ketchup,true,false,12.34
651,brioche,chicken,true,false,american,ketchup,true,true,6.57
652,pretzel,chicken,true,true,cheddar,ketchup,true,true,12.39
653,brioche,turkey,true,false,cheddar,mayo,false,true,6.42
654,brioche,turkey,false,false,cheddar,mayo,true,false,9.08
655,pretzel,turkey,false,false,cheddar,mayo,true,true,9.58
656,brioche,turkey,false,true,swiss,ketchup,true,false,10.12
657,pretzel,chicken,false,false,cheddar,mayo,false,false,11.89
658,pretzel,turkey,false,true,swiss,ketchup,false,false,7.66
659,pretzel,chicken,false,true,swiss,mayo,true,false,8.62
660,pretzel,chicken,true,false,american,ketchup,true,false,12.1
661,pretzel,turkey,true,true,american,mayo,false,true,9.44
662,pretzel,turkey,true,true,american,mayo,true,true,11.17
663,brioche,turkey,false,true,american,mayo,false,true,6.3
664,pretzel,chicken,true,true,swiss,mustard,true,true,8.09
665,brioche,chicken,true,true,american,mayo,true,false,8.71
666,brioche,chicken,false,false,american,mayo,false,true,9.41
667,pretzel,chicken,true,true,cheddar,mustard,true,true,8.22
668,pretzel,chicken,true,true,american,ketchup,true,false,11.15
669,brioche,turkey,false,false,cheddar,mayo,true,true,6.98
670,pretzel,chicken,false,false,cheddar,ketchup,false,false,10.62
671,brioche,turkey,false,true,swiss,mayo,true,true,7.09
672,brioche,chicken,true,true,cheddar,ketchup,false,true,9.96
673,brioche,turkey,true,false,cheddar,ketchup,true,true,9.56
674,brioche,chicken,true,false,american,ketchup,true,true,11.63
675,pretzel,chicken,false,false,swiss,mayo,false,false,9.91
676,brioche,turkey,false,true,cheddar,mustard,true,true,10.63
677,pretzel,turkey,false,true,swiss,ketchup,true,true,7.77
678,brioche,turkey,false,false,swiss,ketchup,true,true,9.29
679,brioche,chicken,false,false,swiss,ketchup,false,false,6.24
680,brioche,chicken,false,false,cheddar,ketchup,true,false,8.02
681,brioche,chicken,true,true,cheddar,mustard,false,false,11.95
682,pretzel,chicken,false,true,cheddar,mayo,true,true,7.63
683,brioche,turkey,true,true,cheddar,ketchup,false,false,8.03
684,brioche,chicken,true,true,swiss,mayo,true,false,11.38
685,brioche,chicken,true,false,cheddar,ketchup,false,true,7.35
686,brioche,chicken,true,false,cheddar,mustard,true,false,8.5
687,pretzel,chicken,false,false,cheddar,mustard,true,false,7.13
688,brioche,turkey,true,true,swiss,ketchup,true,false,7.16
689,brioche,turkey,true,true,cheddar,mayo,true,true,12.54
690,brioche,chicken,false,false,swiss,mustard,true,false,7.65
691,brioche,chicken,false,true,cheddar,mayo,false,true,8.11
692,pretzel,chicken,false,false,american,mustard,true,false,6.05
693,brioche,turkey,true,false,swiss,mayo,false,false,12.67
694,brioche,chicken,true,true,cheddar,ketchup,false,true,12.89
695,pretzel,turkey,true,false,swiss,mayo,false,true,6.0
696,pretzel,chicken,false,false,american,mustard,false,true,6.83
697,brioche,chicken,true,true,cheddar,mayo,false,true,6.21
698,brioche,turkey,true,true,american,mayo,false,false,7.01
699,pretzel,chicken,true,false,american,mayo,true,true,9.26
700,brioche,chicken,true,false,cheddar,mayo,false,false,6.8
701,brioche,turkey,true,false,american,mayo,true,false,12.6
702,pretzel,chicken,false,true,american,ketchup,true,false,8.53
703,pretzel,chicken,false,false,swiss,ketchup,true,true,6.08
704,pretzel,turkey,true,false,american,mustard,true,true,11.21
705,brioche,chicken,false,true,american,mayo,true,false,6.8
706,pretzel,turkey,false,false,cheddar,ketchup,true,true,6.57
707,brioche,turkey,true,false,cheddar,ketchup,false,false,6.66
708,pretzel,chicken,true,true,swiss,ketchup,true,false,10.19
709,brioche,turkey,true,true,cheddar,ketchup,true,false,6.79
710,pretzel,turkey,false,false,cheddar,ketchup,false,true,9.62
711,brioche,chicken,false,true,american,mayo,true,true,11.85
712,brioche,chicken,false,false,swiss,ketchup,false,false,10.24
713,pretzel,turkey,true,true,cheddar,mayo,false,false,12.94
714,brioche,chicken,false,false,american,ketchup,true,true,12.44
715,pretzel,chicken,false,true,american,ketchup,false,true,6.02
716,brioche,turkey,true,false,american,ketchup,false,true,12.21
717,pretzel,chicken,true,false,american,ketchup,false,true,11.75
718,brioche,chicken,true,true,american,mayo,true,true,10.17
719,pretzel,chicken,true,true,cheddar,ketchup,false,true,12.76
720,pretzel,chicken,false,true,cheddar,mayo,false,false,12.84
721,pretzel,turkey,true,true,cheddar,mustard,false,false,6.68
722,brioche,chicken,true,false,american,ketchup,false,true,8.04
723,brioche,turkey,false,false,cheddar,ketchup,true,false,6.55
724,pretzel,chicken,false,true,cheddar,ketchup,false,false,6.18
725,brioche,turkey,true,false,swiss,mustard,false,true,12.91
726,pretzel,chicken,true,false,american,mayo,false,true,10.99
727,brioche,turkey,false,true,cheddar,mustard,false,false,7.57
728,brioche,turkey,false,true,swiss,ketchup,false,false,12.05
729,pretzel,turkey,false,false,swiss,ketchup,false,true,8.71
730,pretzel,chicken,false,false,american,mayo,false,false,12.93
731,pretzel,turkey,false,true,cheddar,mayo,false,true,6.06
732,pretzel,turkey,true,true,swiss,mustard,true,false,9.33
733,brioche,chicken,false,false,cheddar,mayo,true,true,8.2
734,brioche,turkey,true,true,cheddar,ketchup,true,true,9.01
735,pretzel,chicken,false,true,american,mayo,false,false,7.95
736,brioche,turkey,false,true,swiss,mayo,true,true,7.61
737,pretzel,chicken,true,false,american,ketchup,true,true,7.39
738,pretzel,turkey,true,false,american,mustard,true,false,7.47
739,brioche,turkey,false,false,cheddar,mustard,true,true,10.15
740,brioche,chicken,true,true,american,mustard,false,true,6.49
741,pretzel,chicken,false,false,american,ketchup,true,true,7.15
742,brioche,turkey,true,false,american,mayo,false,true,6.34
743,pretzel,turkey,false,false,american,mustard,true,false,10.94
744,brioche,turkey,false,false,american,mustard,false,true,7.69
745,pretzel,chicken,false,false,swiss,mayo,true,false,11.87
746,brioche,turkey,true,true,swiss,mustard,true,false,7.97
747,brioche,turkey,false,true,cheddar,mustard,true,true,12.15
748,brioche,turkey,true,true,swiss,mayo,true,false,12.68
749,pretzel,chicken,false,false,cheddar,mustard,true,false,7.0
750,pretzel,turkey,false,true,american,ketchup,true,false,8.84
751,brioche,turkey,false,false,cheddar,ketchup,true,true,8.26
752,brioche,chicken,true,false,american,ketchup,true,true,9.35
753,pretzel,chicken,true,false,swiss,ketchup,false,true,12.07
754,pretzel,chicken,false,true,swiss,mustard,false,true,7.5
755,brioche,chicken,true,true,swiss,mustard,false,true,6.44
756,pretzel,turkey,false,false,swiss,mayo,true,true,10.05
757,brioche,chicken,false,true,cheddar,ketchup,false,false,7.37
758,brioche,turkey,false,true,american,mayo,true,true,10.79
759,brioche,turkey,true,true,swiss,mustard,true,true,9.73
760,brioche,turkey,true,true,american,ketchup,false,true,10.38
761,pretzel,turkey,true,false,cheddar,mayo,true,true,7.59
762,pretzel,chicken,false,true,american,mustard,true,true,6.67
763,pretzel,chicken,true,false,cheddar,ketchup,false,true,11.94
764,pretzel,turkey,true,true,cheddar,ketchup,false,false,12.19
765,brioche,turkey,false,false,swiss,ketchup,false,false,12.13
766,pretzel,chicken,false,false,cheddar,mayo,false,false,11.16
767,pretzel,turkey,false,true,american,mayo,true,false,12.45
768,brioche,chicken,false,false,swiss,mustard,false,true,12.98
769,brioche,turkey,false,true,cheddar,mayo,true,true,7.78
770,pretzel,chicken,false,false,swiss,mayo,false,true,6.46
771,brioche,chicken,false,false,american,mustard,true,false,7.2
772,pretzel,turkey,true,true,cheddar,mustard,false,true,9.8
773,pretzel,turkey,true,false,american,mayo,false,true,7.05
774,pretzel,turkey,true,false,swiss,ketchup,true,false,6.54
775,brioche,turkey,true,false,swiss,mayo,false,true,12.63
776,brioche,turkey,false,true,swiss,mayo,true,true,12.37
777,brioche,turkey,false,false,cheddar,mustard,false,true,7.94
778,brioche,chicken,true,false,swiss,mayo,true,false,7.0
779,brioche,chicken,true,true,swiss,ketchup,true,false,7.11
780,pretzel,turkey,true,true,cheddar,mayo,true,true,6.61
781,pretzel,chicken,true,false,swiss,mustard,true,true,11.32
782,brioche,turkey,false,true,american,ketchup,false,false,8.67
783,brioche,turkey,true,false,swiss,ketchup,true,false,9.96
784,brioche,turkey,true,false,american,mayo,true,true,7.41
785,pretzel,chicken,false,false,cheddar,ketchup,true,true,8.67
786,pretzel,turkey,false,true,swiss,mustard,false,false,11.58
787,brioche,turkey,true,true,cheddar,mustard,false,true,11.68
788,brioche,chicken,false,false,american,mustard,true,false,8.67
789,pretzel,chicken,true,true,american,mustard,false,false,11.09
790,pretzel,chicken,false,true,american,ketchup,true,false,7.8
791,pretzel,turkey,false,false,cheddar,mustard,true,false,12.99
792,brioche,chicken,true,false,cheddar,mustard,false,true,7.76
793,brioche,turkey,false,false,american,mustard,true,false,9.06
794,pretzel,chicken,true,true,cheddar,mustard,true,true,12.19
795,brioche,turkey,true,false,cheddar,mayo,false,true,8.81
796,pretzel,turkey,false,true,cheddar,mayo,true,true,6.59
797,brioche,turkey,true,false,american,mustard,true,false,8.04
798,pretzel,turkey,true,false,american,mustard,true,false,11.16
799,pretzel,turkey,true,false,swiss,mayo,false,true,12.45
800,brioche,chicken,true,true,cheddar,ketchup,false,false,12.22
801,brioche,turkey,false,false,swiss,mustard,true,false,11.95
802,brioche,chicken,true,true,american,ketchup,false,true,12.48
803,brioche,chicken,false,true,cheddar,mustard,true,false,6.41
804,brioche,chicken,false,false,swiss,ketchup,true,true,8.5
805,brioche,chicken,true,false,american,mayo,false,false,6.23
806,pretzel,turkey,false,false,cheddar,mustard,true,true,6.96
807,pretzel,chicken,true,false,cheddar,mayo,false,true,8.16
808,brioche,chicken,true,true,american,mayo,false,false,12.55
809,brioche,chicken,false,false,cheddar,mustard,true,false,12.09
810,brioche,chicken,false,false,cheddar,ketchup,true,false,6.75
811,brioche,chicken,true,false,american,ketchup,false,false,7.55
812,brioche,chicken,false,false,swiss,mustard,true,true,10.07
813,pretzel,chicken,true,true,swiss,mayo,false,true,9.62
814,brioche,turkey,false,false,cheddar,ketchup,false,true,7.97
815,pretzel,chicken,false,false,american,ketchup,false,true,8.11
816,brioche,chicken,false,false,swiss,mayo,true,true,7.75
817,brioche,turkey,true,true,american,mustard,true,false,12.04
818,brioche,turkey,false,false,cheddar,mustard,true,false,10.54
819,pretzel,chicken,false,true,cheddar,mustard,false,true,7.4
820,brioche,turkey,true,false,american,ketchup,false,false,8.06
821,pretzel,chicken,true,false,american,ketchup,false,true,8.7
822,brioche,turkey,false,true,cheddar,mayo,true,false,11.41
823,brioche,turkey,false,true,cheddar,ketchup,true,true,8.05
824,pretzel,turkey,true,true,cheddar,mayo,false,false,6.27
825,brioche,chicken,false,true,cheddar,ketchup,false,false,9.61
826,pretzel,chicken,false,false,swiss,ketchup,true,false,7.27
827,brioche,turkey,false,true,cheddar,ketchup,true,true,12.26
828,brioche,turkey,true,false,american,mustard,false,true,10.84
829,brioche,turkey,false,false,cheddar,mayo,false,true,10.87
830,brioche,turkey,true,false,swiss,mustard,true,false,8.83
831,brioche,chicken,true,false,swiss,ketchup,true,false,12.61
832,brioche,chicken,false,false,american,ketchup,true,true,7.11
833,brioche,turkey,false,false,swiss,mayo,false,false,6.85
834,pretzel,chicken,true,false,swiss,mustard,false,false,8.21
835,brioche,chicken,false,true,cheddar,mustard,false,false,10.7
836,pretzel,chicken,true,false,swiss,mayo,false,true,6.51
837,pretzel,turkey,true,false,swiss,mustard,false,true,6.48
838,brioche,turkey,false,false,cheddar,mayo,true,true,8.04
839,pretzel,turkey,false,true,cheddar,ketchup,false,false,9.81
840,pretzel,chicken,true,false,cheddar,mustard,true,true,12.68
841,pretzel,chicken,true,false,swiss,ketchup,true,false,6.26
842,pretzel,turkey,false,false,american,mustard,true,false,9.28
843,brioche,chicken,true,true,cheddar,mustard,true,false,6.82
844,pretzel,turkey,false,true,american,ketchup,false,true,10.84
845,pretzel,chicken,true,true,american,ketchup,true,false,12.85
846,brioche,turkey,true,true,swiss,mustard,false,false,8.91
847,brioche,chicken,true,false,american,mustard,false,true,11.41
848,brioche,turkey,true,false,american,ketchup,true,false,11.01
849,pretzel,turkey,false,false,cheddar,ketchup,false,false,6.56
850,brioche,turkey,true,true,american,mayo,false,false,11.34
851,brioche,chicken,false,true,swiss,mustard,true,true,11.56
852,brioche,turkey,true,true,american,mustard,true,false,7.83
853,pretzel,chicken,true,false,american,mustard,true,false,11.26
854,pretzel,turkey,true,false,swiss,ketchup,true,true,7.86
855,pretzel,chicken,false,true,cheddar,mustard,true,false,6.64
856,pretzel,turkey,true,false,american,mustard,false,false,12.11
857,brioche,turkey,true,false,swiss,ketchup,false,false,12.45
858,brioche,turkey,false,false,american,mustard,true,true,9.16
859,brioche,turkey,false,true,swiss,ketchup,false,true,6.55
860,brioche,turkey,false,true,american,mayo,false,true,8.94
861,pretzel,turkey,false,false,cheddar,ketchup,true,true,12.47
862,pretzel,turkey,true,false,swiss,mayo,true,false,10.26
863,pretzel,turkey,false,false,american,mustard,false,false,6.25
864,brioche,turkey,false,false,swiss,mustard,false,true,6.64
865,pretzel,chicken,false,false,cheddar,mustard,true,false,7.62
866,pretzel,chicken,true,true,swiss,mayo,true,true,9.29
867,pretzel,chicken,true,true,american,ketchup,false,false,6.64
868,brioche,chicken,true,false,american,mustard,true,true,10.76
869,pretzel,turkey,false,true,cheddar,mayo,false,true,12.9
870,pretzel,chicken,false,false,swiss,ketchup,true,true,9.89
871,pretzel,turkey,true,false,cheddar,ketchup,true,false,11.12
872,pretzel,turkey,true,true,swiss,mayo,true,true,8.4
873,brioche,turkey,false,false,american,ketchup,true,false,10.13
874,pretzel,turkey,false,true,swiss,ketchup,false,true,6.47
875,brioche,chicken,false,false,cheddar,ketchup,true,true,6.56
876,brioche,chicken,true,false,swiss,mustard,false,true,10.73
877,pretzel,turkey,false,false,swiss,mayo,false,true,8.02
878,pretzel,turkey,true,false,cheddar,mustard,false,true,12.48
879,brioche,chicken,true,false,swiss,mayo,true,true,12.77
880,brioche,chicken,true,true,swiss,ketchup,false,false,9.22
881,pretzel,turkey,false,false,american,mayo,true,false,7.14
882,pretzel,turkey,false,true,cheddar,ketchup,false,true,12.3
883,pretzel,chicken,false,true,american,ketchup,true,true,8.44
884,pretzel,chicken,true,false,american,mayo,true,false,10.75
885,pretzel,chicken,false,false,cheddar,ketchup,false,true,9.56
886,brioche,turkey,false,true,swiss,ketchup,false,false,11.84
887,brioche,chicken,true,false,american,ketchup,true,false,12.34
888,pretzel,chicken,false,false,swiss,mayo,false,true,9.8
889,pretzel,chicken,true,true,cheddar,ketchup,true,false,12.58
890,brioche,chicken,true,true,swiss,mayo,false,false,9.94
891,pretzel,chicken,true,true,swiss,mayo,false,false,8.53
892,brioche,turkey,true,false,american,ketchup,false,true,10.46
893,pretzel,turkey,true,false,swiss,mayo,false,false,9.67
894,pretzel,chicken,true,false,american,ketchup,false,true,12.81
895,pretzel,chicken,true,true,swiss,ketchup,false,true,8.76
896,brioche,turkey,true,true,cheddar,ketchup,true,true,8.85
897,pretzel,turkey,true,true,swiss,mayo,false,false,8.98
898,pretzel,chicken,true,false,swiss,mustard,true,true,11.9
899,brioche,chicken,false,true,swiss,mayo,true,false,6.46
900,pretzel,turkey,false,false,swiss,mustard,true,true,11.69
901,pretzel,turkey,true,true,american,mustard,true,true,12.26
902,pretzel,chicken,true,false,american,mustard,false,true,11.6
903,pretzel,turkey,true,true,american,ketchup,true,true,11.69
904,pretzel,chicken,false,true,swiss,mayo,true,true,8.39
905,pretzel,turkey,true,true,swiss,mayo,false,false,9.38
906,brioche,chicken,true,true,american,mustard,false,true,10.98
907,brioche,turkey,true,false,american,mayo,false,true,6.26
908,brioche,chicken,true,false,cheddar,ketchup,false,true,11.63
909,pretzel,turkey,false,false,american,ketchup,false,false,9.64
910,pretzel,chicken,false,false,cheddar,ketchup,true,true,9.94
911,brioche,chicken,true,false,cheddar,mayo,true,false,11.78
