sandwich_id,bun_type,meat_type,veggies,condiments,calories,price,preparation_time,expiration_date
407,white,roast beef,pickles,mayonnaise,693,11.09,6,3/6/2023
408,brioche,turkey,lettuce,mayonnaise,751,10.67,6,9/6/2023
409,brioche,ham,pickles,ketchup,785,6.07,18,12/25/2023
410,white,roast beef,pickles,mayonnaise,288,10.82,8,1/6/2023
411,whole wheat,roast beef,lettuce,ketchup,631,9.94,19,2/13/2023
412,whole wheat,turkey,lettuce,mayonnaise,627,12.43,14,1/10/2023
413,white,roast beef,pickles,mustard,733,11.45,11,7/4/2023
414,whole wheat,ham,onion,ketchup,692,7.35,13,11/20/2023
415,whole wheat,turkey,lettuce,mayonnaise,344,10.66,17,5/25/2023
416,brioche,roast beef,onion,ketchup,255,9.18,17,5/26/2023
417,white,ham,pickles,mustard,359,12.27,16,10/4/2023
418,brioche,turkey,pickles,ketchup,613,7.96,18,9/26/2023
419,brioche,turkey,tomato,mayonnaise,436,10.62,13,11/15/2023
420,whole wheat,roast beef,pickles,mustard,688,7.33,13,4/6/2023
421,brioche,turkey,onion,ketchup,741,9.2,7,12/9/2023
422,brioche,ham,tomato,mustard,479,8.44,9,3/3/2023
423,brioche,roast beef,tomato,mayonnaise,722,6.62,14,9/30/2023
424,white,ham,lettuce,mayonnaise,103,7.46,16,6/16/2023
425,whole wheat,turkey,tomato,mustard,261,7.66,16,7/9/2023
426,whole wheat,roast beef,tomato,mustard,770,12.76,14,11/21/2023
427,white,roast beef,lettuce,mustard,339,8.32,5,6/12/2023
428,brioche,ham,onion,mayonnaise,342,7.86,9,11/30/2023
429,whole wheat,ham,lettuce,ketchup,604,7.22,9,10/25/2023
430,whole wheat,ham,pickles,mayonnaise,190,10.53,16,3/3/2023
431,brioche,turkey,pickles,ketchup,496,10.33,20,11/4/2023
432,whole wheat,ham,pickles,mayonnaise,443,11.73,13,5/28/2023
433,brioche,ham,pickles,ketchup,646,10.14,18,8/20/2023
434,white,ham,lettuce,mayonnaise,655,8.1,16,12/17/2023
435,white,ham,onion,mustard,129,7.94,20,4/18/2023
436,white,turkey,lettuce,mayonnaise,144,7.64,20,6/2/2023
437,brioche,roast beef,pickles,ketchup,582,6.29,9,1/31/2023
438,whole wheat,turkey,pickles,mayonnaise,613,8.74,20,6/7/2023
439,brioche,ham,pickles,mustard,775,12.21,5,4/3/2023
440,whole wheat,roast beef,lettuce,mustard,768,11.06,15,11/16/2023
441,white,roast beef,onion,mayonnaise,648,8.52,11,3/3/2023
442,whole wheat,roast beef,pickles,mayonnaise,785,9.81,19,7/13/2023
443,whole wheat,roast beef,tomato,mayonnaise,691,9.0,18,12/18/2023
444,brioche,ham,pickles,mayonnaise,478,12.25,6,12/26/2023
445,brioche,turkey,onion,ketchup,341,6.43,14,3/22/2023
446,white,turkey,onion,mayonnaise,485,9.78,11,8/20/2023
447,brioche,roast beef,tomato,mustard,103,10.15,17,3/12/2023
448,brioche,turkey,pickles,mustard,135,7.59,13,4/29/2023
449,whole wheat,turkey,tomato,mayonnaise,651,9.96,13,10/29/2023
450,whole wheat,turkey,onion,mustard,162,8.31,13,2/9/2023
451,white,ham,lettuce,mayonnaise,756,6.7,11,4/30/2023
452,white,ham,onion,ketchup,360,10.93,12,11/23/2023
453,white,roast beef,pickles,mustard,730,8.86,10,1/13/2023
454,whole wheat,turkey,tomato,mayonnaise,700,6.4,15,8/22/2023
455,brioche,ham,lettuce,mustard,380,12.12,20,11/14/2023
456,whole wheat,turkey,tomato,ketchup,703,12.3,6,11/23/2023
457,whole wheat,ham,tomato,mustard,170,6.41,14,7/25/2023
458,brioche,ham,lettuce,mayonnaise,595,12.0,18,5/4/2023
459,brioche,turkey,pickles,mustard,370,12.09,6,8/6/2023
460,whole wheat,ham,onion,mustard,604,7.45,17,1/7/2023
461,whole wheat,ham,tomato,mustard,514,6.45,6,6/16/2023
462,white,ham,pickles,mustard,185,7.06,9,3/6/2023
463,brioche,turkey,onion,ketchup,750,6.84,18,9/22/2023
464,white,turkey,lettuce,ketchup,415,10.21,17,4/19/2023
465,brioche,ham,pickles,mayonnaise,354,12.65,15,4/29/2023
466,whole wheat,turkey,tomato,ketchup,208,12.81,14,11/20/2023
467,white,turkey,pickles,mayonnaise,676,10.08,11,5/7/2023
468,brioche,turkey,onion,mayonnaise,667,9.58,10,2/13/2023
469,brioche,ham,onion,mayonnaise,335,7.82,9,12/10/2023
470,brioche,turkey,onion,mustard,652,8.33,17,7/23/2023
471,white,roast beef,tomato,mustard,666,10.35,11,12/13/2023
472,whole wheat,roast beef,pickles,mayonnaise,746,12.97,15,5/7/2023
473,white,turkey,pickles,mayonnaise,227,12.65,14,1/15/2023
474,brioche,turkey,pickles,mayonnaise,736,10.11,9,7/18/2023
475,brioche,roast beef,lettuce,ketchup,554,10.98,20,7/6/2023
476,whole wheat,roast beef,onion,mustard,375,12.94,9,12/13/2023
477,brioche,turkey,lettuce,mustard,240,10.76,12,10/26/2023
478,brioche,ham,tomato,ketchup,599,7.67,18,9/11/2023
479,brioche,roast beef,lettuce,ketchup,245,7.85,8,3/22/2023
480,white,ham,tomato,mayonnaise,597,8.14,15,7/20/2023
481,whole wheat,ham,tomato,ketchup,700,11.08,14,3/4/2023
482,brioche,roast beef,pickles,mayonnaise,250,11.65,16,11/23/2023
483,brioche,ham,lettuce,ketchup,282,9.0,16,7/10/2023
484,white,roast beef,tomato,mayonnaise,722,8.23,8,1/23/2023
485,white,roast beef,lettuce,mayonnaise,122,10.76,5,10/3/2023
486,brioche,turkey,pickles,mayonnaise,423,12.59,13,3/15/2023
487,white,turkey,pickles,mayonnaise,156,7.29,5,9/7/2023
488,brioche,roast beef,onion,mayonnaise,215,7.14,6,2/3/2023
489,brioche,roast beef,lettuce,mustard,701,8.77,19,3/3/2023
490,white,roast beef,pickles,mustard,204,10.66,10,10/18/2023
491,white,ham,tomato,ketchup,328,11.55,13,4/1/2023
492,brioche,roast beef,pickles,mayonnaise,286,6.03,7,9/11/2023
493,whole wheat,ham,lettuce,mustard,418,10.12,8,3/11/2023
494,white,ham,pickles,mayonnaise,518,8.32,9,7/3/2023
495,brioche,turkey,onion,mayonnaise,793,10.71,13,5/25/2023
496,white,roast beef,onion,mustard,643,6.88,6,11/22/2023
497,whole wheat,turkey,pickles,mustard,252,8.59,11,6/3/2023
498,brioche,turkey,tomato,mayonnaise,124,9.8,8,12/27/2023
499,white,roast beef,tomato,mayonnaise,743,8.07,6,4/8/2023
500,white,roast beef,pickles,mustard,654,12.91,15,6/9/2023
501,brioche,roast beef,pickles,mustard,488,7.97,14,6/19/2023
502,brioche,turkey,onion,mustard,133,10.22,5,11/10/2023
503,brioche,turkey,pickles,ketchup,178,10.31,13,6/13/2023
504,whole wheat,ham,lettuce,mustard,112,12.77,18,2/28/2023
505,white,ham,lettuce,ketchup,409,7.2,8,7/25/2023
506,whole wheat,ham,tomato,mayonnaise,473,8.01,13,10/22/2023
507,brioche,turkey,lettuce,ketchup,376,11.99,5,7/13/2023
508,whole wheat,roast beef,lettuce,ketchup,404,9.78,7,1/19/2023
509,brioche,turkey,pickles,mustard,528,8.66,5,3/15/2023
510,whole wheat,ham,lettuce,mayonnaise,155,12.14,8,10/22/2023
511,white,ham,pickles,mustard,104,10.03,14,8/16/2023
512,whole wheat,turkey,tomato,ketchup,389,11.41,13,1/23/2023
513,whole wheat,turkey,pickles,mustard,172,12.42,15,3/22/2023
514,brioche,turkey,onion,mustard,618,7.47,15,9/11/2023
515,whole wheat,turkey,tomato,ketchup,733,8.81,7,5/22/2023
516,white,ham,onion,ketchup,383,10.11,13,2/2/2023
517,white,roast beef,pickles,mustard,101,12.83,18,7/4/2023
518,whole wheat,turkey,lettuce,ketchup,406,6.36,5,5/29/2023
519,whole wheat,turkey,pickles,ketchup,593,7.69,5,4/23/2023
520,white,turkey,lettuce,mayonnaise,298,6.04,12,3/2/2023
521,brioche,roast beef,onion,mayonnaise,790,9.56,10,8/8/2023
522,white,turkey,onion,ketchup,532,10.83,5,11/28/2023
523,whole wheat,ham,onion,mayonnaise,655,12.7,15,10/31/2023
524,brioche,roast beef,pickles,mustard,325,7.33,5,8/10/2023
525,whole wheat,roast beef,tomato,ketchup,183,9.79,15,2/17/2023
526,brioche,ham,lettuce,ketchup,113,6.64,14,5/29/2023
527,white,ham,tomato,mayonnaise,331,9.58,19,6/26/2023
528,white,turkey,onion,mayonnaise,429,6.63,12,12/19/2023
529,whole wheat,turkey,lettuce,mustard,738,8.65,18,7/12/2023
530,whole wheat,ham,tomato,ketchup,602,8.03,8,7/5/2023
531,whole wheat,ham,lettuce,mayonnaise,728,12.49,8,1/6/2023
532,brioche,roast beef,tomato,mustard,316,10.64,18,2/16/2023
533,brioche,ham,onion,ketchup,787,12.65,20,6/6/2023
534,whole wheat,roast beef,tomato,ketchup,568,12.13,18,6/10/2023
535,whole wheat,roast beef,pickles,mayonnaise,219,10.61,20,10/19/2023
536,whole wheat,turkey,pickles,mayonnaise,251,12.87,19,2/25/2023
537,brioche,ham,onion,mustard,211,11.22,5,4/20/2023
538,whole wheat,roast beef,pickles,mayonnaise,738,9.37,12,11/24/2023
539,brioche,turkey,lettuce,mayonnaise,791,7.91,16,5/3/2023
540,white,roast beef,onion,mayonnaise,408,10.5,13,1/11/2023
541,whole wheat,ham,lettuce,ketchup,449,8.01,11,9/3/2023
542,brioche,turkey,lettuce,mayonnaise,653,10.17,19,6/1/2023
543,brioche,roast beef,lettuce,mustard,308,7.36,10,9/3/2023
544,whole wheat,roast beef,pickles,mayonnaise,477,12.17,11,12/10/2023
545,white,ham,lettuce,ketchup,682,8.33,10,1/18/2023
546,white,ham,pickles,mustard,552,11.95,9,6/17/2023
547,white,ham,tomato,mustard,108,10.42,12,6/11/2023
548,brioche,ham,onion,mayonnaise,450,10.82,9,7/30/2023
549,brioche,ham,tomato,mayonnaise,239,8.34,13,4/13/2023
550,brioche,ham,tomato,mustard,352,12.58,17,8/7/2023
551,whole wheat,turkey,onion,mustard,243,9.31,19,11/2/2023
552,whole wheat,turkey,lettuce,mustard,138,12.61,14,10/16/2023
553,white,roast beef,onion,ketchup,206,8.97,13,7/15/2023
554,brioche,roast beef,tomato,mustard,124,11.77,19,4/16/2023
555,whole wheat,ham,tomato,mayonnaise,142,7.84,15,6/30/2023
556,brioche,roast beef,onion,mustard,537,7.06,6,7/29/2023
557,whole wheat,roast beef,lettuce,ketchup,792,12.27,17,12/6/2023
558,white,roast beef,onion,mayonnaise,718,11.64,16,2/18/2023
559,brioche,roast beef,lettuce,mayonnaise,166,12.81,16,6/5/2023
560,whole wheat,turkey,lettuce,ketchup,104,7.33,18,2/6/2023
561,brioche,turkey,tomato,mayonnaise,297,11.88,5,5/23/2023
562,brioche,roast beef,lettuce,mayonnaise,766,10.81,19,10/24/2023
563,white,roast beef,lettuce,mustard,427,11.68,17,7/29/2023
564,white,turkey,onion,ketchup,109,12.74,9,8/7/2023
565,white,turkey,onion,mayonnaise,302,9.82,18,9/13/2023
566,white,ham,tomato,mustard,780,6.84,11,10/7/2023
567,brioche,roast beef,pickles,ketchup,170,8.95,14,3/1/2023
568,whole wheat,ham,tomato,ketchup,364,6.33,5,1/21/2023
569,whole wheat,turkey,lettuce,ketchup,677,6.02,9,7/14/2023
570,brioche,ham,pickles,mustard,349,7.96,16,8/15/2023
571,brioche,ham,onion,mustard,631,12.52,7,1/17/2023
572,brioche,ham,pickles,mustard,105,10.57,10,6/3/2023
573,whole wheat,roast beef,onion,ketchup,119,8.29,12,8/20/2023
574,white,turkey,onion,mustard,576,7.12,20,8/25/2023
575,whole wheat,turkey,pickles,ketchup,719,11.91,9,2/4/2023
576,whole wheat,turkey,tomato,ketchup,637,10.66,7,11/21/2023
577,brioche,roast beef,lettuce,ketchup,614,10.66,11,1/10/2023
578,white,ham,lettuce,ketchup,249,9.15,5,10/26/2023
579,brioche,turkey,onion,ketchup,652,8.76,19,6/29/2023
580,whole wheat,roast beef,pickles,ketchup,586,8.96,12,10/15/2023
581,white,turkey,onion,mayonnaise,394,12.07,11,10/4/2023
582,white,ham,lettuce,ketchup,464,10.23,14,11/24/2023
583,whole wheat,turkey,onion,ketchup,259,9.3,16,8/29/2023
584,brioche,turkey,lettuce,ketchup,629,8.69,10,9/7/2023
585,whole wheat,turkey,pickles,ketchup,618,10.27,19,9/8/2023
586,white,roast beef,lettuce,mayonnaise,459,11.33,6,8/4/2023
587,white,turkey,pickles,mayonnaise,526,11.17,17,12/10/2023
588,white,ham,tomato,mustard,656,7.74,5,3/23/2023
589,brioche,turkey,pickles,ketchup,126,7.57,10,4/15/2023
590,whole wheat,turkey,tomato,ketchup,654,9.24,19,1/25/2023
591,white,turkey,onion,mayonnaise,263,7.31,19,8/12/2023
592,brioche,ham,onion,mayonnaise,342,9.63,20,3/10/2023
593,white,turkey,tomato,ketchup,587,10.69,15,11/15/2023
594,whole wheat,turkey,onion,mustard,434,7.13,19,3/25/2023
595,brioche,ham,tomato,mustard,394,8.54,12,3/4/2023
596,whole wheat,roast beef,lettuce,mayonnaise,343,11.81,8,12/16/2023
597,whole wheat,ham,tomato,mustard,593,9.59,10,7/9/2023
598,whole wheat,ham,onion,ketchup,220,8.97,13,4/29/2023
599,whole wheat,ham,pickles,ketchup,744,6.82,19,6/8/2023
600,whole wheat,turkey,pickles,mustard,325,12.77,19,2/2/2023
601,brioche,turkey,pickles,mayonnaise,344,12.45,18,4/17/2023
602,whole wheat,turkey,pickles,mayonnaise,385,7.37,7,10/16/2023
603,whole wheat,ham,tomato,mayonnaise,794,10.07,20,4/21/2023
604,white,turkey,onion,mayonnaise,522,8.33,16,4/2/2023
605,whole wheat,turkey,lettuce,ketchup,407,7.36,14,4/10/2023
606,whole wheat,ham,onion,ketchup,606,6.49,5,6/22/2023
607,white,roast beef,tomato,mayonnaise,298,8.55,16,3/20/2023
608,whole wheat,roast beef,onion,mustard,146,8.11,18,3/29/2023
609,whole wheat,roast beef,pickles,mustard,785,8.27,5,10/19/2023
610,white,ham,tomato,ketchup,406,11.07,17,12/3/2023
611,white,ham,onion,ketchup,602,7.85,18,3/1/2023
612,brioche,roast beef,lettuce,ketchup,100,9.31,9,5/9/2023
613,brioche,ham,tomato,mayonnaise,364,9.27,11,1/28/2023
614,whole wheat,turkey,onion,mayonnaise,725,7.4,15,3/22/2023
615,white,ham,tomato,mustard,586,12.68,15,9/27/2023
616,brioche,turkey,pickles,mayonnaise,745,7.79,15,11/21/2023
617,whole wheat,ham,pickles,mustard,565,11.55,20,11/21/2023
618,white,ham,onion,ketchup,665,11.06,8,10/21/2023
619,brioche,turkey,onion,ketchup,785,9.63,19,8/24/2023
620,brioche,turkey,lettuce,ketchup,280,12.97,16,12/25/2023
621,white,turkey,pickles,mayonnaise,242,10.76,5,5/18/2023
622,white,turkey,lettuce,mustard,343,12.63,13,4/14/2023
623,white,ham,onion,mustard,578,8.47,18,7/23/2023
624,brioche,roast beef,onion,mustard,448,10.2,19,10/5/2023
625,brioche,ham,tomato,ketchup,333,8.41,16,10/14/2023
626,brioche,ham,lettuce,mustard,240,7.68,11,10/27/2023
627,white,turkey,pickles,ketchup,587,10.96,14,11/10/2023
628,white,roast beef,pickles,ketchup,628,8.44,10,2/15/2023
629,whole wheat,roast beef,onion,mayonnaise,340,6.16,5,11/2/2023
630,whole wheat,turkey,onion,ketchup,116,10.01,5,7/24/2023
631,white,roast beef,tomato,ketchup,391,9.46,17,7/8/2023
632,white,roast beef,pickles,ketchup,273,10.1,19,3/3/2023
633,white,roast beef,lettuce,mayonnaise,706,12.72,8,7/16/2023
634,brioche,turkey,lettuce,ketchup,652,8.05,20,9/6/2023
635,white,turkey,onion,mayonnaise,219,8.89,17,7/29/2023
636,white,turkey,tomato,ketchup,739,9.83,9,10/24/2023
637,whole wheat,turkey,pickles,mayonnaise,438,11.11,6,4/16/2023
638,white,turkey,pickles,mustard,262,9.75,7,5/28/2023
639,whole wheat,ham,lettuce,ketchup,338,7.58,10,1/8/2023
640,whole wheat,turkey,tomato,mayonnaise,648,10.58,5,7/13/2023
641,whole wheat,roast beef,pickles,ketchup,110,7.07,14,4/7/2023
642,brioche,ham,lettuce,ketchup,173,6.11,15,7/8/2023
643,white,ham,tomato,ketchup,253,6.73,16,10/12/2023
644,whole wheat,ham,onion,mayonnaise,664,12.23,19,2/18/2023
645,white,ham,tomato,mayonnaise,758,11.36,11,3/13/2023
646,brioche,ham,lettuce,mustard,211,10.3,16,12/20/2023
647,brioche,turkey,pickles,ketchup,434,10.93,15,2/19/2023
648,brioche,turkey,lettuce,mayonnaise,389,11.41,15,4/8/2023
649,whole wheat,turkey,tomato,ketchup,167,9.06,11,5/1/2023
650,whole wheat,roast beef,lettuce,ketchup,425,8.37,16,8/26/2023
651,white,ham,onion,ketchup,334,11.48,20,11/20/2023
652,white,roast beef,lettuce,mayonnaise,108,10.41,15,5/22/2023
653,white,turkey,onion,mayonnaise,571,12.47,6,1/28/2023
654,white,turkey,lettuce,mustard,586,11.91,20,11/17/2023
655,white,roast beef,tomato,mustard,406,8.49,13,10/29/2023
656,whole wheat,roast beef,tomato,mustard,741,7.12,13,5/17/2023
657,white,ham,pickles,mustard,375,12.51,16,4/19/2023
658,brioche,roast beef,pickles,mayonnaise,235,10.55,14,5/18/2023
659,brioche,ham,lettuce,mayonnaise,435,8.54,6,9/20/2023
660,brioche,turkey,lettuce,mustard,724,9.61,11,3/17/2023
661,brioche,roast beef,tomato,mayonnaise,335,6.1,13,6/9/2023
662,whole wheat,roast beef,pickles,mustard,477,8.79,5,11/16/2023
663,whole wheat,ham,onion,mayonnaise,574,7.23,10,7/21/2023
664,brioche,ham,pickles,mustard,226,12.32,19,9/24/2023
665,white,roast beef,lettuce,mayonnaise,447,7.49,17,12/11/2023
666,whole wheat,turkey,tomato,mustard,570,9.93,8,10/5/2023
667,brioche,roast beef,pickles,mayonnaise,118,12.94,8,11/19/2023
668,brioche,turkey,onion,mayonnaise,102,7.75,11,3/21/2023
669,whole wheat,turkey,pickles,ketchup,431,7.28,16,12/14/2023
670,whole wheat,turkey,onion,mustard,317,10.76,18,2/9/2023
671,brioche,ham,tomato,mustard,527,12.25,8,6/5/2023
672,brioche,ham,onion,mustard,538,7.27,9,5/7/2023
673,brioche,roast beef,onion,ketchup,167,8.44,16,12/28/2023
674,white,ham,tomato,ketchup,701,11.69,20,12/23/2023
675,brioche,turkey,lettuce,ketchup,723,11.54,20,2/6/2023
676,white,ham,lettuce,mustard,258,12.8,16,9/18/2023
677,whole wheat,ham,lettuce,mayonnaise,695,6.68,19,12/1/2023
678,whole wheat,ham,pickles,mustard,695,11.12,9,7/23/2023
679,whole wheat,ham,tomato,ketchup,324,9.81,18,7/9/2023
680,brioche,turkey,lettuce,mayonnaise,746,8.57,10,9/25/2023
681,whole wheat,roast beef,tomato,ketchup,743,12.53,20,2/9/2023
682,brioche,roast beef,tomato,mayonnaise,565,8.74,12,5/30/2023
683,whole wheat,ham,lettuce,mayonnaise,626,12.73,18,2/16/2023
684,brioche,turkey,pickles,mayonnaise,771,12.83,17,10/15/2023
685,whole wheat,ham,onion,mustard,609,11.3,14,10/13/2023
686,whole wheat,turkey,tomato,mayonnaise,798,10.85,18,6/4/2023
687,whole wheat,ham,onion,mayonnaise,234,12.92,17,4/3/2023
688,white,roast beef,tomato,mustard,229,11.79,18,4/13/2023
689,brioche,ham,pickles,mayonnaise,551,11.25,12,9/4/2023
690,whole wheat,ham,pickles,mayonnaise,750,10.54,8,11/9/2023
691,whole wheat,turkey,onion,ketchup,615,6.85,11,10/30/2023
692,whole wheat,ham,onion,mustard,719,12.97,11,5/22/2023
693,brioche,ham,lettuce,ketchup,561,10.51,19,1/3/2023
694,white,turkey,pickles,mustard,602,12.25,10,2/14/2023
695,brioche,turkey,tomato,mustard,363,9.28,15,9/2/2023
696,white,ham,tomato,mustard,525,12.82,9,7/29/2023
697,whole wheat,ham,lettuce,mayonnaise,412,8.51,9,10/8/2023
698,whole wheat,ham,tomato,mayonnaise,687,6.6,8,12/6/2023
699,white,turkey,tomato,mayonnaise,798,12.04,6,4/15/2023
700,brioche,roast beef,pickles,mayonnaise,292,9.58,7,12/6/2023
701,white,roast beef,tomato,ketchup,688,9.38,6,3/20/2023
702,brioche,turkey,pickles,ketchup,215,9.45,6,6/13/2023
703,white,ham,pickles,mayonnaise,263,9.08,10,10/15/2023
704,brioche,turkey,onion,mustard,579,8.04,9,7/22/2023
705,white,turkey,pickles,ketchup,318,8.61,18,6/21/2023
706,whole wheat,turkey,onion,mayonnaise,696,8.33,17,7/20/2023
707,brioche,roast beef,lettuce,mustard,620,12.41,15,1/18/2023
708,whole wheat,ham,tomato,mayonnaise,701,9.54,12,9/10/2023
709,whole wheat,turkey,tomato,mayonnaise,481,8.16,15,10/29/2023
710,brioche,turkey,onion,mustard,375,7.14,13,3/18/2023
711,white,roast beef,tomato,mustard,396,8.01,20,11/23/2023
712,whole wheat,roast beef,pickles,ketchup,707,9.38,13,8/11/2023
713,whole wheat,roast beef,onion,ketchup,174,7.2,19,5/7/2023
714,whole wheat,ham,pickles,ketchup,553,11.62,9,1/26/2023
715,brioche,turkey,pickles,mayonnaise,226,11.37,9,4/13/2023
716,whole wheat,roast beef,lettuce,mayonnaise,393,8.33,17,5/28/2023
717,whole wheat,ham,onion,mayonnaise,278,6.39,5,1/7/2023
718,brioche,turkey,lettuce,mayonnaise,451,6.86,8,5/15/2023
719,white,ham,onion,ketchup,415,11.08,5,11/20/2023
720,white,roast beef,tomato,ketchup,574,6.8,12,3/24/2023
721,brioche,turkey,onion,mustard,482,12.32,17,11/10/2023
722,white,ham,lettuce,mustard,562,10.97,19,10/12/2023
723,whole wheat,turkey,lettuce,mayonnaise,649,7.88,5,2/13/2023
724,white,ham,onion,ketchup,243,9.12,17,4/5/2023
725,brioche,ham,tomato,mayonnaise,673,12.96,7,4/25/2023
726,whole wheat,turkey,lettuce,mustard,279,10.18,19,4/16/2023
727,white,turkey,lettuce,ketchup,191,8.31,7,5/17/2023
728,whole wheat,turkey,lettuce,mustard,554,9.43,13,1/6/2023
729,brioche,ham,tomato,mustard,353,11.2,9,5/4/2023
730,brioche,ham,pickles,mustard,215,7.86,17,4/1/2023
731,whole wheat,ham,lettuce,mayonnaise,757,12.71,12,6/27/2023
732,whole wheat,roast beef,onion,ketchup,432,9.88,19,2/14/2023
733,whole wheat,turkey,pickles,mayonnaise,223,7.25,20,1/4/2023
734,white,ham,pickles,mustard,138,11.93,16,6/18/2023
735,white,roast beef,lettuce,ketchup,358,12.75,8,4/1/2023
736,white,ham,tomato,mustard,363,11.63,13,9/14/2023
737,brioche,ham,onion,ketchup,159,7.95,18,1/5/2023
738,white,roast beef,lettuce,ketchup,427,12.72,9,2/28/2023
739,white,ham,onion,ketchup,765,8.61,19,12/3/2023
740,whole wheat,roast beef,lettuce,ketchup,454,8.2,12,9/2/2023
741,whole wheat,roast beef,onion,ketchup,668,12.41,6,10/29/2023
742,whole wheat,roast beef,pickles,mayonnaise,582,11.44,20,2/4/2023
743,whole wheat,ham,pickles,mustard,114,6.3,14,8/7/2023
744,whole wheat,ham,lettuce,mayonnaise,369,6.94,14,11/1/2023
745,whole wheat,ham,tomato,ketchup,656,7.52,13,10/25/2023
746,white,roast beef,tomato,mustard,102,7.21,7,4/16/2023
747,whole wheat,turkey,tomato,mustard,504,7.67,17,12/3/2023
748,white,turkey,onion,ketchup,282,12.58,5,11/1/2023
749,brioche,turkey,lettuce,ketchup,577,9.61,18,3/31/2023
750,brioche,turkey,tomato,mustard,540,6.53,18,5/31/2023
751,whole wheat,ham,pickles,mayonnaise,385,6.91,5,11/8/2023
752,white,ham,pickles,mustard,245,12.18,13,3/24/2023
753,white,ham,pickles,ketchup,365,9.44,6,9/2/2023
754,whole wheat,ham,pickles,mayonnaise,204,6.59,18,8/8/2023
755,white,turkey,pickles,mayonnaise,587,9.9,8,2/3/2023
756,whole wheat,ham,onion,ketchup,179,7.83,20,2/18/2023
757,white,roast beef,lettuce,mustard,453,9.45,18,11/6/2023
758,brioche,roast beef,pickles,ketchup,541,6.44,15,12/16/2023
759,whole wheat,ham,tomato,mayonnaise,469,7.32,19,1/4/2023
760,white,ham,onion,mayonnaise,497,8.87,18,4/16/2023
761,whole wheat,roast beef,pickles,mayonnaise,591,8.98,18,1/21/2023
762,brioche,turkey,tomato,mayonnaise,207,7.28,14,8/22/2023
763,white,ham,tomato,mustard,655,11.98,6,6/7/2023
764,brioche,roast beef,pickles,mayonnaise,453,9.59,7,12/12/2023
765,white,ham,lettuce,mustard,202,6.19,10,5/7/2023
766,brioche,ham,lettuce,ketchup,405,8.09,20,6/24/2023
767,whole wheat,turkey,tomato,mustard,722,7.19,13,5/18/2023
768,whole wheat,roast beef,onion,mayonnaise,403,6.58,13,7/5/2023
769,white,ham,onion,ketchup,441,7.91,20,8/23/2023
770,brioche,turkey,tomato,ketchup,570,7.44,10,7/26/2023
771,white,ham,tomato,mayonnaise,467,10.5,13,10/17/2023
772,white,roast beef,tomato,mustard,277,10.95,17,5/22/2023
773,brioche,ham,pickles,mustard,792,11.55,18,5/13/2023
774,brioche,roast beef,tomato,ketchup,740,9.3,8,6/20/2023
775,whole wheat,ham,pickles,ketchup,154,12.43,13,8/6/2023
776,brioche,turkey,pickles,mayonnaise,117,9.52,16,2/14/2023
777,whole wheat,ham,onion,mustard,207,12.14,9,5/31/2023
778,whole wheat,turkey,pickles,mayonnaise,753,8.13,6,9/8/2023
779,whole wheat,roast beef,lettuce,ketchup,100,11.64,10,10/25/2023
780,white,roast beef,pickles,ketchup,668,7.89,12,4/11/2023
781,brioche,roast beef,lettuce,mustard,409,8.02,17,1/4/2023
782,whole wheat,turkey,lettuce,ketchup,183,9.76,5,7/21/2023
783,whole wheat,turkey,pickles,mayonnaise,700,7.96,15,8/16/2023
784,whole wheat,turkey,tomato,mustard,561,7.26,14,12/29/2023
785,whole wheat,turkey,pickles,ketchup,504,6.4,6,7/13/2023
786,brioche,turkey,pickles,mayonnaise,420,7.44,19,2/26/2023
787,white,ham,onion,ketchup,604,6.26,17,12/21/2023
788,white,ham,onion,mustard,393,7.3,7,8/4/2023
789,brioche,ham,pickles,ketchup,268,6.82,20,11/17/2023
790,whole wheat,roast beef,lettuce,mayonnaise,505,10.46,15,11/18/2023
791,brioche,ham,onion,mustard,592,7.59,5,3/31/2023
792,white,ham,pickles,mayonnaise,772,6.73,14,10/31/2023
793,whole wheat,ham,lettuce,mayonnaise,159,6.51,9,3/23/2023
794,whole wheat,turkey,pickles,ketchup,137,11.33,11,1/10/2023
795,brioche,turkey,onion,mustard,494,8.61,19,5/10/2023
796,whole wheat,roast beef,lettuce,mayonnaise,644,12.35,14,5/5/2023
797,whole wheat,turkey,lettuce,mayonnaise,634,9.9,15,3/2/2023
798,brioche,ham,lettuce,mayonnaise,263,7.82,20,4/12/2023
799,whole wheat,roast beef,onion,ketchup,372,9.38,19,4/30/2023
800,white,turkey,onion,ketchup,219,9.08,7,8/30/2023
801,brioche,ham,pickles,mustard,203,8.08,20,9/10/2023
802,whole wheat,roast beef,tomato,mustard,320,11.4,18,1/7/2023
803,white,roast beef,tomato,mayonnaise,393,6.11,18,10/1/2023
804,brioche,ham,onion,mustard,167,9.58,6,1/24/2023
805,white,roast beef,pickles,mustard,486,10.56,11,12/10/2023
806,brioche,turkey,lettuce,ketchup,226,12.39,12,7/16/2023
807,white,turkey,pickles,ketchup,774,12.81,16,4/9/2023
808,whole wheat,ham,pickles,mustard,216,10.93,19,2/8/2023
809,white,turkey,onion,mayonnaise,323,12.12,15,10/16/2023
810,brioche,turkey,pickles,mayonnaise,355,9.36,15,2/2/2023
811,white,roast beef,onion,ketchup,575,7.99,7,1/19/2023
