VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
3FA6P0SU6G,Thurston,Olympia,WA,98513,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,2,475016139,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012330
1FTBW1XK8P,Thurston,Olympia,WA,98513,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,260561451,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
5YJ3E1EA0P,Thurston,Olympia,WA,98516,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,220207319,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012330
1G1RA6S51K,Thurston,Tumwater,WA,98501,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,196358998,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
KM8KMDAFXP,Thurston,Olympia,WA,98502,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,257944417,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
7SAYGAEE7P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,233522495,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012223
1N4AZ1CV5N,Thurston,Olympia,WA,98516,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,266068246,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
KL8CK6S01G,Thurston,Tumwater,WA,98512,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,22,474971409,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010920
JTMAB3FV9M,Thurston,Olympia,WA,98503,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,233882827,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011422
1G1RA6S54H,Thurston,Tumwater,WA,98501,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,182381524,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJ3E1EA4P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,221489824,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1G1RB6S55G,Thurston,Olympia,WA,98506,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,177976893,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
1G1RC6S58K,Thurston,Olympia,WA,98512,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,35,262948752,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
JTDKARFPXK,Thurston,Olympia,WA,98513,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,2,291916691,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
KNDCR3L13R,Thurston,Olympia,WA,98503,2024,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264350481,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011500
1N4BZ1CV8M,Thurston,Olympia,WA,98513,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,142740930,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011624
5YJ3E1EB6J,Thurston,Olympia,WA,98506,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,243902725,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
LPSED3KAXN,Thurston,Lacey,WA,98503,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,207101219,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011625
1G1FY6S07K,Thurston,Tumwater,WA,98501,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,476894876,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1FTBW3XK8P,Thurston,Tumwater,WA,98501,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,245744152,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5UXKT0C52G,Thurston,Tumwater,WA,98512,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,22,477957539,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010801
5YJYGDEE6L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,22,124741795,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
JA4J2VA7XN,Thurston,Tumwater,WA,98501,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24,0,22,196641777,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
KMHC65LD9M,Thurston,Tumwater,WA,98501,2021,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,22,268065010,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1N4AZ1CVXN,Thurston,Tumwater,WA,98501,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,199168931,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
WBY7Z8C50J,Thurston,Lacey,WA,98513,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,22,332110110,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011622
1G1RA6S59H,Thurston,Tumwater,WA,98501,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,199751625,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1C4RJXR62R,Thurston,Lacey,WA,98516,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,258097423,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
JTDKARFPXH,Thurston,Olympia,WA,98513,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,2,212875085,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
YV4BR00L3M,Thurston,Olympia,WA,98516,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,22,271409099,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1N4AZ1CP0K,Thurston,Olympia,WA,98513,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,2,267273184,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
5YJ3E1EA8J,Thurston,Lacey,WA,98513,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,121432629,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
JA4J24A53K,Thurston,Tumwater,WA,98501,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,22,137486156,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
3FMTK1SSXN,Thurston,Lacey,WA,98513,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,205939184,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
7SAYGDEE8R,Thurston,Olympia,WA,98513,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,264393762,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
1N4AZ1BV2N,Thurston,Olympia,WA,98513,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,268069112,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
5YJ3E1EA8J,Thurston,Olympia,WA,98501,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,297311563,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7SAYGDEF3P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,230269371,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011626
5YJYGDEF3M,Thurston,Olympia,WA,98512,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,205913403,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000
5YJ3E1EB9J,Thurston,Olympia,WA,98506,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,475727556,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012223
5YJYGDEE4M,Thurston,Lacey,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,172302336,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
JTMFB3FV5R,Thurston,Tenino,WA,98589,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,20,262008169,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610
5YJ3E1EA3J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,35,348812117,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1FTBW9CK4N,Thurston,Tumwater,WA,98501,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228567895,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
KNDCC3LG7K,Thurston,Olympia,WA,98502,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,198435457,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
1G1FY6S06K,Thurston,Tumwater,WA,98501,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,199179102,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJYGDEEXM,Thurston,Olympia,WA,98516,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,152523920,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
JTDKARFPXJ,Thurston,Tumwater,WA,98512,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,475875830,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
1FMCU0E17R,Thurston,Rainier,WA,98576,2024,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,2,269089033,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530
7SAYGDEE4P,Thurston,Olympia,WA,98502,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,241535850,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
1G1FY6S08P,Thurston,Olympia,WA,98506,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,230899987,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010300
KNDCE3LG8K,Thurston,Lacey,WA,98503,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,22,6415762,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
3FMTK1SS5N,Thurston,Olympia,WA,98513,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,207205442,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
WVGGNPE2XN,Thurston,Olympia,WA,98501,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,209363626,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010300
7SAYGDEE0P,Thurston,Lacey,WA,98516,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251076689,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
WBA33AG02P,Thurston,Olympia,WA,98512,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,35,262560035,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011000
5UXKT0C3XH,Thurston,Tumwater,WA,98512,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,22,251401559,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
JTJAAAAB1P,Thurston,Olympia,WA,98501,2023,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,260355056,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067011720
5YJ3E1EB4J,Thurston,Olympia,WA,98513,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,2,476153338,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
1G1FW6S09J,Thurston,Tumwater,WA,98501,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,229986942,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
3FMTK3SU2P,Thurston,Olympia,WA,98516,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,235150030,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJSA1E4XJ,Thurston,Tumwater,WA,98501,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,22,193082473,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010802
JTMAB3FV4M,Thurston,Olympia,WA,98502,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,22,241508228,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
WA1E2AFY4R,Thurston,Lacey,WA,98516,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,22,271894899,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
KM8K53AG9N,Thurston,Rochester,WA,98579,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,172267798,POINT (-123.08743 46.82175),PUGET SOUND ENERGY INC,53067012720
1GC10VELXR,Thurston,Tumwater,WA,98501,2024,CHEVROLET,SILVERADO EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,268346844,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJYGDEF3M,Thurston,Olympia,WA,98512,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,179547063,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
1N4AZ0CP0D,Thurston,Rainier,WA,98576,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,20,101569513,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012620
JA4J2VA76N,Thurston,Tumwater,WA,98501,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,24,0,22,202279661,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
4JGDA6DB9J,Thurston,Olympia,WA,98502,2018,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,8,0,22,114077008,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
KM8KNDAF7P,Thurston,Lacey,WA,98503,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,251160990,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011421
1G1RA6S50K,Thurston,Tumwater,WA,98501,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,477446770,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
4JGDA6DBXH,Thurston,Olympia,WA,98516,2017,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,10,0,22,145528246,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
1G1RH6E47D,Thurston,Olympia,WA,98513,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,2,108097090,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012320
7SAYGDEE0P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,236019108,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012223
1G1RA6S59H,Thurston,Olympia,WA,98502,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,122128674,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YJ3E1EA6M,Thurston,Tenino,WA,98589,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,224083128,POINT (-122.85135 46.85752),PUGET SOUND ENERGY INC,53067012610
5YJSA1H44F,Thurston,Yelm,WA,98597,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,2,458787213,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
1V2GNPE81P,Thurston,Olympia,WA,98504,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,258245039,POINT (-122.89166 47.03956),PUGET SOUND ENERGY INC,53067010100
1G1RA6S55H,Thurston,Tumwater,WA,98501,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,201601193,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1N4BZ1BV5N,Thurston,Tumwater,WA,98501,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,228848350,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
5YJSA1E58N,Thurston,Olympia,WA,98513,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,220403816,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012331
1G1FW6S06N,Thurston,Tumwater,WA,98512,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,220596022,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910
JTMABACA0P,Thurston,Olympia,WA,98503,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,233197352,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
1G1FX6S07P,Thurston,Olympia,WA,98501,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259683868,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
1G1FW6S07H,Thurston,Olympia,WA,98513,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,2,164286692,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012420
5YJSA1E2XL,Thurston,Olympia,WA,98502,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,22,176442808,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
JTDKARFP0H,Thurston,Olympia,WA,98506,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,151315734,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
7SAYGDEE8P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,249955744,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
5YJSA1E28J,Thurston,Olympia,WA,98512,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,35,264808302,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011821
5YJ3E1ET9R,Thurston,Olympia,WA,98513,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,268290312,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067012332
5YJ3E1EA3P,Thurston,Yelm,WA,98597,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2,220617435,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421
1N4AZ0CPXE,Thurston,Tumwater,WA,98512,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22,214691830,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011822
WBY33AW03R,Thurston,Lacey,WA,98513,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,268271930,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011623
3FMTK2SU2P,Thurston,Tumwater,WA,98501,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,267134472,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
3FMTK3SUXP,Thurston,Olympia,WA,98516,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,229979725,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
5YJ3E1EA5L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,22,104356010,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
1G1RA6S5XH,Thurston,Tumwater,WA,98501,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,159805530,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
YV4H60DM0R,Thurston,Olympia,WA,98501,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,265757467,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
1N4BZ0CP9H,Thurston,Lacey,WA,98513,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,22,217333217,POINT (-122.7654699 46.9970624),PUGET SOUND ENERGY INC,53067011622
5YJSA1E42G,Thurston,Olympia,WA,98503,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,2,150047719,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011500
KNDC34LA9R,Thurston,Lacey,WA,98516,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,270092483,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012224
1G1RA6S55H,Thurston,Tumwater,WA,98501,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,183944729,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010801
1C4RJXR66R,Thurston,Olympia,WA,98512,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,35,271849294,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011810
5YJ3E1EA0J,Thurston,Olympia,WA,98503,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22,282440980,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011628
YV4H60DP8R,Thurston,Olympia,WA,98516,2024,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,259141144,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012221
1G1RD6E48C,Thurston,Lacey,WA,98503,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,22,219183653,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011422
KM8KRDDF8R,Thurston,Lacey,WA,98503,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,264788779,POINT (-122.80665 47.019564),PUGET SOUND ENERGY INC,53067011300
1C4RJXR69R,Thurston,Lacey,WA,98516,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,261215447,POINT (-122.75103 47.08149),PUGET SOUND ENERGY INC,53067012226
